region,month_name,total_sales
South,Mar,229529.0
South,Jan,210877.0
East,Apr,333419.0
East,Nov,337307.0
Central,May,292586.0
East,Mar,305339.0
Central,Oct,250124.0
South,Nov,179063.0
Central,Apr,275752.0
South,Jul,160871.0
Central,Mar,300445.0
East,Jan,319626.0
West,Apr,330803.0
East,Sep,292371.0
South,Sep,198757.0
West,Aug,316834.0
Central,Nov,273209.0
South,Feb,219695.0
West,Mar,346398.0
South,Dec,235828.0
East,Feb,301961.0
West,Dec,400429.0
West,Sep,314628.0
Central,Sep,265749.0
South,Aug,211960.0
East,Jun,275554.0
West,Jan,393125.0
South,Apr,180649.0
Central,Dec,298427.0
West,Oct,354518.0
Central,Jun,263891.0
Central,Aug,233192.0
East,Oct,359434.0
West,Jun,337896.0
West,Jul,335488.0
West,Nov,331344.0
East,Dec,350249.0
South,Jun,190415.0
East,Jul,307164.0
East,May,286255.0
South,Oct,216542.0
Central,Jul,259785.0
Central,Jan,273169.0
East,Aug,335725.0
Central,Feb,266606.0
South,May,207917.0
West,May,352688.0
West,Feb,278667.0
