category,month,total_sales,total_profit
Furniture,Sep,256541.0,44542.0
Furniture,Oct,220814.0,40617.0
Furniture,Mar,290229.0,50680.0
Office Supplies,Feb,673227.0,118280.0
Technology,Jul,258462.0,46237.0
Office Supplies,Dec,833609.0,148485.0
Furniture,Aug,248817.0,44220.0
Office Supplies,Jul,674132.0,120692.0
Office Supplies,Jun,629390.0,112224.0
Technology,Sep,209475.0,36536.0
Technology,Dec,275379.0,48543.0
Technology,Jun,289226.0,52225.0
Office Supplies,Jan,775464.0,140520.0
Technology,Aug,258749.0,45058.0
Technology,Oct,318232.0,52854.0
Technology,Jan,263759.0,49172.0
Office Supplies,Mar,705138.0,119272.0
Office Supplies,Aug,655998.0,118636.0
Office Supplies,Sep,668713.0,115230.0
Office Supplies,Oct,726260.0,124672.0
Furniture,Nov,244129.0,41616.0
Office Supplies,Nov,671430.0,116265.0
Technology,May,264489.0,45572.0
Furniture,Feb,200812.0,36764.0
Office Supplies,Apr,646203.0,114818.0
Furniture,Jan,238729.0,42265.0
Furniture,Jun,232763.0,41578.0
Technology,Nov,287446.0,50842.0
Technology,Mar,249110.0,44024.0
Technology,Feb,250902.0,42059.0
Furniture,Apr,268956.0,48243.0
Technology,Apr,271175.0,47118.0
Furniture,Dec,260716.0,47897.0
Office Supplies,May,726424.0,129435.0
Furniture,Jul,207234.0,36643.0
Furniture,May,228537.0,42856.0
