category,month,total_sales,total_profit
Furniture,Sep,277995.0,47992.0
Furniture,Oct,247601.0,45427.0
Furniture,Mar,314968.0,55206.0
Office Supplies,Feb,740981.0,130378.0
Technology,Jul,294263.0,52341.0
Office Supplies,Dec,914543.0,161906.0
Furniture,Aug,275074.0,49234.0
Office Supplies,Jul,773147.0,136164.0
Office Supplies,Jun,720178.0,128385.0
Technology,Sep,231656.0,40223.0
Technology,Dec,313461.0,55083.0
Technology,Jun,319649.0,57826.0
Office Supplies,Jan,861425.0,155410.0
Technology,Aug,305780.0,52667.0
Technology,Oct,348433.0,58310.0
Technology,Jan,303580.0,56099.0
Office Supplies,Mar,813881.0,137310.0
Office Supplies,Aug,723784.0,130993.0
Office Supplies,Sep,766193.0,133116.0
Office Supplies,Oct,806342.0,139249.0
Furniture,Nov,269596.0,46167.0
Office Supplies,Nov,760049.0,130527.0
Technology,May,295854.0,51179.0
Furniture,Feb,218648.0,39946.0
Office Supplies,Apr,751460.0,132752.0
Furniture,Jan,273565.0,49015.0
Furniture,Jun,266198.0,45811.0
Technology,Nov,321502.0,57492.0
Technology,Mar,277198.0,48902.0
Technology,Feb,273796.0,46104.0
Furniture,Apr,305346.0,55194.0
Technology,Apr,296329.0,51704.0
Furniture,Dec,293270.0,52693.0
Office Supplies,May,814336.0,145589.0
Furniture,Jul,245167.0,42858.0
Furniture,May,283702.0,52201.0
