segment,month_name,total_sales,total_profit
Corporate,Oct,402439.0,70117.0
Home Office,Jul,269740.0,46820.0
Consumer,Jul,615393.0,108019.0
Corporate,Mar,377819.0,64247.0
Consumer,Nov,596111.0,102465.0
Home Office,Aug,211893.0,35620.0
Consumer,Aug,659469.0,120102.0
Corporate,Aug,359582.0,62871.0
Home Office,Apr,215433.0,38395.0
Consumer,Jun,649103.0,113943.0
Consumer,May,627546.0,111449.0
Home Office,Sep,196903.0,32954.0
Corporate,Jul,340358.0,61861.0
Corporate,Dec,470240.0,85505.0
Corporate,May,409058.0,71875.0
Corporate,Apr,401329.0,70602.0
Home Office,May,235267.0,43798.0
Home Office,Jan,259207.0,47100.0
Home Office,Jun,217460.0,39500.0
Consumer,Sep,650580.0,113265.0
Home Office,Mar,261038.0,42819.0
Consumer,Apr,658425.0,117773.0
Home Office,Nov,234854.0,40958.0
Home Office,Oct,261252.0,45559.0
Consumer,Dec,720783.0,128741.0
Corporate,Nov,442416.0,77163.0
Corporate,Sep,349970.0,61454.0
Corporate,Feb,363733.0,61978.0
Home Office,Feb,214812.0,38272.0
Consumer,Mar,671932.0,118398.0
Consumer,Oct,667780.0,115118.0
Corporate,Jan,437985.0,77120.0
Consumer,Jan,659982.0,121247.0
Corporate,Jun,367379.0,65835.0
Home Office,Dec,246633.0,41787.0
Consumer,Feb,593068.0,105332.0
