region,month_name,total_sales
South,Mar,209876.0
South,Jan,183756.0
East,Apr,295588.0
East,Nov,301346.0
Central,May,249792.0
East,Mar,276126.0
Central,Oct,226860.0
South,Nov,163316.0
Central,Apr,243712.0
South,Jul,136674.0
Central,Mar,279273.0
East,Jan,290847.0
West,Apr,284451.0
East,Sep,266491.0
South,Sep,185396.0
West,Aug,270597.0
Central,Nov,241593.0
South,Feb,201217.0
West,Mar,307562.0
South,Dec,205970.0
East,Feb,265552.0
West,Dec,354406.0
West,Sep,281816.0
Central,Sep,236695.0
South,Aug,187546.0
East,Jun,241195.0
West,Jan,345741.0
South,Apr,166780.0
Central,Dec,259942.0
West,Oct,314014.0
Central,Jun,230872.0
Central,Aug,209111.0
East,Oct,322601.0
West,Jun,291494.0
West,Jul,290731.0
West,Nov,297388.0
East,Dec,297258.0
South,Jun,174934.0
East,Jul,273239.0
East,May,265948.0
South,Oct,196167.0
Central,Jul,227513.0
Central,Jan,249661.0
East,Aug,297819.0
Central,Feb,231684.0
South,May,186480.0
West,May,293464.0
West,Feb,228559.0
