state,total_sales,total_customers
Alabama,100911.0,60
Arizona,373002.0,166
Arkansas,71946.0,14
California,3017512.0,1225
Colorado,383263.0,162
Connecticut,127486.0,59
Delaware,105748.0,41
District of Columbia,11048.0,7
Florida,566775.0,198
Georgia,211387.0,118
Illinois,797098.0,342
Indiana,194148.0,87
Iowa,35323.0,19
Kansas,37428.0,7
Kentucky,320662.0,102
Louisiana,76029.0,33
Maryland,50350.0,22
Massachusetts,200163.0,86
Michigan,281804.0,120
Minnesota,230681.0,92
Mississippi,88405.0,37
Missouri,116442.0,54
Nebraska,20674.0,11
Nevada,35961.0,18
New Hampshire,33333.0,15
New Jersey,215612.0,80
New Mexico,47127.0,31
New York,1525710.0,652
North Carolina,478499.0,245
Ohio,682018.0,287
Oklahoma,55492.0,23
Oregon,54135.0,23
Pennsylvania,813618.0,369
Rhode Island,82126.0,39
South Dakota,19956.0,10
Tennessee,232924.0,100
Texas,1473231.0,594
Utah,71879.0,39
Virginia,306567.0,115
Washington,721585.0,298
Wisconsin,116974.0,73
