region,month_name,total_sales
South,Mar,210722.0
South,Jan,184271.0
East,Apr,299720.0
East,Nov,306746.0
Central,May,250781.0
East,Mar,278430.0
Central,Oct,228877.0
South,Nov,163316.0
Central,Apr,247034.0
South,Jul,136674.0
Central,Mar,279843.0
East,Jan,293826.0
West,Apr,288063.0
East,Sep,270712.0
South,Sep,185643.0
West,Aug,272924.0
Central,Nov,244959.0
South,Feb,201432.0
West,Mar,309053.0
South,Dec,205970.0
East,Feb,275942.0
West,Dec,356571.0
West,Sep,282830.0
Central,Sep,236959.0
South,Aug,188103.0
East,Jun,242118.0
West,Jan,350426.0
South,Apr,167203.0
Central,Dec,261759.0
West,Oct,316060.0
Central,Jun,232205.0
Central,Aug,210793.0
East,Oct,326738.0
West,Jun,294939.0
West,Jul,298324.0
West,Nov,299722.0
East,Dec,312839.0
South,Jun,175875.0
East,Jul,275229.0
East,May,266857.0
South,Oct,197717.0
Central,Jul,230723.0
Central,Jan,250471.0
East,Aug,299198.0
Central,Feb,233210.0
South,May,187763.0
West,May,297276.0
West,Feb,232264.0
