state,total_sales,total_customers
Alabama,100990.0,61
Arizona,381685.0,175
Arkansas,72973.0,16
California,3101489.0,1317
Colorado,393253.0,172
Connecticut,129787.0,63
Delaware,109280.0,45
District of Columbia,12360.0,8
Florida,577979.0,211
Georgia,225458.0,125
Illinois,830135.0,368
Indiana,195638.0,89
Iowa,36309.0,20
Kansas,41726.0,9
Kentucky,330221.0,113
Louisiana,78543.0,34
Maryland,50906.0,25
Massachusetts,208676.0,93
Michigan,285330.0,125
Minnesota,231414.0,93
Mississippi,93063.0,41
Missouri,122502.0,57
Nebraska,20674.0,11
Nevada,35961.0,18
New Hampshire,35856.0,19
New Jersey,222413.0,89
New Mexico,47127.0,31
New York,1580114.0,705
North Carolina,497314.0,257
Ohio,732238.0,319
Oklahoma,57115.0,24
Oregon,55067.0,25
Pennsylvania,842121.0,387
Rhode Island,85380.0,45
South Dakota,19956.0,10
Tennessee,240152.0,111
Texas,1526937.0,649
Utah,79873.0,43
Virginia,311216.0,125
Washington,747122.0,327
Wisconsin,118968.0,75
