category,month,total_sales,total_profit
Furniture,Sep,238007.0,41611.0
Furniture,Oct,204276.0,37314.0
Furniture,Mar,252063.0,45464.0
Office Supplies,Feb,608202.0,107799.0
Technology,Jul,234275.0,41628.0
Office Supplies,Dec,739048.0,133572.0
Furniture,Aug,215257.0,38605.0
Office Supplies,Jul,591165.0,105597.0
Office Supplies,Jun,527556.0,94820.0
Technology,Sep,189180.0,32892.0
Technology,Dec,254019.0,45100.0
Technology,Jun,264292.0,47479.0
Office Supplies,Jan,675168.0,122205.0
Technology,Aug,220669.0,38360.0
Technology,Oct,277137.0,45462.0
Technology,Jan,243819.0,45778.0
Office Supplies,Mar,651551.0,109965.0
Office Supplies,Aug,583800.0,106691.0
Office Supplies,Sep,592629.0,101855.0
Office Supplies,Oct,644995.0,110848.0
Furniture,Nov,213114.0,35625.0
Office Supplies,Nov,590203.0,101277.0
Technology,May,230449.0,39131.0
Furniture,Feb,179661.0,33416.0
Office Supplies,Apr,575131.0,103045.0
Furniture,Jan,203213.0,35510.0
Furniture,Jun,201443.0,36439.0
Technology,Nov,259793.0,45424.0
Technology,Mar,223425.0,39471.0
Technology,Feb,206699.0,33631.0
Furniture,Apr,233106.0,42029.0
Technology,Apr,235965.0,40968.0
Furniture,Dec,214440.0,38423.0
Office Supplies,May,624728.0,110818.0
Furniture,Jul,178367.0,32081.0
Furniture,May,213843.0,40341.0
