category,month,total_sales,total_profit
Furniture,Sep,235598.0,41091.0
Furniture,Oct,203611.0,37213.0
Furniture,Mar,251897.0,45430.0
Office Supplies,Feb,604967.0,107146.0
Technology,Jul,226659.0,40539.0
Office Supplies,Dec,737372.0,133306.0
Furniture,Aug,212038.0,38119.0
Office Supplies,Jul,589227.0,105228.0
Office Supplies,Jun,523244.0,94102.0
Technology,Sep,189124.0,32881.0
Technology,Dec,252042.0,44839.0
Technology,Jun,259886.0,46935.0
Office Supplies,Jan,670983.0,121516.0
Technology,Aug,218325.0,38074.0
Technology,Oct,275544.0,45167.0
Technology,Jan,242239.0,45396.0
Office Supplies,Mar,644011.0,109012.0
Office Supplies,Aug,581397.0,106282.0
Office Supplies,Sep,590526.0,101484.0
Office Supplies,Oct,641823.0,110365.0
Furniture,Nov,211382.0,35375.0
Office Supplies,Nov,588408.0,100966.0
Technology,May,227800.0,38792.0
Furniture,Feb,178631.0,33207.0
Office Supplies,Apr,571282.0,102464.0
Furniture,Jan,203213.0,35510.0
Furniture,Jun,201006.0,36376.0
Technology,Nov,258255.0,45073.0
Technology,Mar,221375.0,39145.0
Technology,Feb,205670.0,33501.0
Furniture,Apr,231624.0,41714.0
Technology,Apr,234721.0,40756.0
Furniture,Dec,213264.0,38171.0
Office Supplies,May,620659.0,110340.0
Furniture,Jul,177670.0,31973.0
Furniture,May,212737.0,40139.0
