category,month,total_sales,total_profit
Furniture,Sep,253451.0,44158.0
Furniture,Oct,219162.0,40342.0
Furniture,Mar,288234.0,50301.0
Office Supplies,Feb,666712.0,117046.0
Technology,Jul,256112.0,45745.0
Office Supplies,Dec,823289.0,146811.0
Furniture,Aug,245574.0,43615.0
Office Supplies,Jul,659766.0,118523.0
Office Supplies,Jun,613864.0,108937.0
Technology,Sep,207345.0,36141.0
Technology,Dec,272161.0,47974.0
Technology,Jun,284897.0,51486.0
Office Supplies,Jan,751803.0,135681.0
Technology,Aug,252390.0,43761.0
Technology,Oct,295886.0,48628.0
Technology,Jan,259696.0,48355.0
Office Supplies,Mar,693148.0,117037.0
Office Supplies,Aug,650329.0,117696.0
Office Supplies,Sep,646091.0,111065.0
Office Supplies,Oct,717222.0,123370.0
Furniture,Nov,232811.0,38984.0
Office Supplies,Nov,659746.0,114375.0
Technology,May,260593.0,44729.0
Furniture,Feb,199848.0,36593.0
Office Supplies,Apr,638789.0,113742.0
Furniture,Jan,234736.0,41642.0
Furniture,Jun,229131.0,40788.0
Technology,Nov,278623.0,49004.0
Technology,Mar,242995.0,43093.0
Technology,Feb,245289.0,41212.0
Furniture,Apr,265660.0,47657.0
Technology,Apr,268898.0,46728.0
Furniture,Dec,250086.0,45741.0
Office Supplies,May,707130.0,126097.0
Furniture,Jul,201942.0,35614.0
Furniture,May,225246.0,42461.0
