category,month,total_sales,total_profit
Furniture,Sep,296406.0,51328.0
Furniture,Oct,262273.0,48157.0
Furniture,Mar,331623.0,57539.0
Office Supplies,Feb,773888.0,135648.0
Technology,Jul,308916.0,55229.0
Office Supplies,Dec,947723.0,167207.0
Furniture,Aug,285358.0,51100.0
Office Supplies,Jul,817000.0,143491.0
Office Supplies,Jun,775817.0,138854.0
Technology,Sep,246542.0,42741.0
Technology,Dec,325015.0,57089.0
Technology,Jun,335539.0,60854.0
Office Supplies,Jan,896714.0,161530.0
Technology,Aug,321524.0,55243.0
Technology,Oct,365407.0,61106.0
Technology,Jan,331028.0,61431.0
Office Supplies,Mar,850636.0,142960.0
Office Supplies,Aug,753278.0,136698.0
Office Supplies,Sep,803542.0,139371.0
Office Supplies,Oct,854632.0,148167.0
Furniture,Nov,285343.0,48819.0
Office Supplies,Nov,793479.0,136855.0
Technology,May,315634.0,53834.0
Furniture,Feb,233673.0,42533.0
Office Supplies,Apr,782802.0,138623.0
Furniture,Jan,281293.0,50475.0
Furniture,Jun,282605.0,48207.0
Technology,Nov,342122.0,61609.0
Technology,Mar,289400.0,51014.0
Technology,Feb,286348.0,47968.0
Furniture,Apr,326785.0,57847.0
Technology,Apr,320127.0,55708.0
Furniture,Dec,311349.0,56370.0
Office Supplies,May,849205.0,151215.0
Furniture,Jul,262025.0,45897.0
Furniture,May,308285.0,56681.0
