state,total_sales,total_customers
Alabama,110032.0,69
Arizona,417008.0,205
Arkansas,87761.0,20
California,3441230.0,1589
Colorado,430162.0,210
Connecticut,136083.0,71
Delaware,113929.0,52
District of Columbia,17100.0,13
Florida,622567.0,257
Georgia,244698.0,141
Illinois,908594.0,435
Indiana,213493.0,103
Iowa,37561.0,21
Kansas,43546.0,10
Kentucky,349695.0,136
Louisiana,85138.0,39
Maryland,52314.0,27
Massachusetts,234059.0,115
Michigan,301633.0,142
Minnesota,258970.0,115
Mississippi,97411.0,46
Missouri,125178.0,62
Nebraska,20843.0,12
Nevada,37964.0,21
New Hampshire,40075.0,23
New Jersey,264746.0,123
New Mexico,48492.0,33
New York,1711034.0,824
North Carolina,529163.0,297
Ohio,789107.0,384
Oklahoma,61971.0,30
Oregon,69088.0,31
Pennsylvania,938626.0,467
Rhode Island,92736.0,52
South Dakota,19956.0,10
Tennessee,256454.0,136
Texas,1642812.0,770
Utah,84269.0,51
Virginia,335467.0,154
Washington,828698.0,396
Wisconsin,124926.0,84
