state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,143,1
Alabama,Paper,142,2
Alabama,Storage,97,3
Alabama,Furnishings,94,4
Alabama,Accessories,78,5
Alabama,Chairs,65,6
Alabama,Art,59,7
Alabama,Phones,48,8
Alabama,Appliances,42,9
Alabama,Labels,40,10
Alabama,Tables,40,10
Alabama,Bookcases,36,12
Alabama,Envelopes,35,13
Alabama,Fasteners,24,14
Alabama,Supplies,12,15
Alabama,Machines,10,16
Alabama,Copiers,4,17
Arizona,Paper,573,1
Arizona,Binders,476,2
Arizona,Furnishings,443,3
Arizona,Phones,374,4
Arizona,Art,361,5
Arizona,Accessories,324,6
Arizona,Storage,231,7
Arizona,Appliances,214,8
Arizona,Chairs,197,9
Arizona,Labels,167,10
Arizona,Envelopes,113,11
Arizona,Bookcases,108,12
Arizona,Tables,98,13
Arizona,Machines,84,14
Arizona,Supplies,70,15
Arizona,Fasteners,60,16
Arizona,Copiers,26,17
Arkansas,Paper,69,1
Arkansas,Phones,57,2
Arkansas,Art,56,3
Arkansas,Furnishings,53,4
Arkansas,Binders,43,5
Arkansas,Storage,37,6
Arkansas,Chairs,28,7
Arkansas,Fasteners,24,8
Arkansas,Accessories,24,8
Arkansas,Tables,18,10
Arkansas,Appliances,18,10
Arkansas,Labels,18,10
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,4247,1
California,Binders,3100,2
California,Phones,2947,3
California,Furnishings,2739,4
California,Art,2611,5
California,Accessories,2256,6
California,Storage,2079,7
California,Appliances,1539,8
California,Chairs,1350,9
California,Labels,1083,10
California,Machines,994,11
California,Envelopes,940,12
California,Tables,849,13
California,Bookcases,792,14
California,Fasteners,703,15
California,Supplies,600,16
California,Copiers,207,17
Colorado,Binders,494,1
Colorado,Paper,485,2
Colorado,Phones,375,3
Colorado,Furnishings,374,4
Colorado,Art,336,5
Colorado,Storage,293,6
Colorado,Accessories,268,7
Colorado,Appliances,204,8
Colorado,Envelopes,152,9
Colorado,Machines,140,10
Colorado,Chairs,139,11
Colorado,Tables,128,12
Colorado,Labels,124,13
Colorado,Bookcases,107,14
Colorado,Fasteners,88,15
Colorado,Supplies,77,16
Colorado,Copiers,16,17
Connecticut,Paper,157,1
Connecticut,Phones,129,2
Connecticut,Art,112,3
Connecticut,Binders,97,4
Connecticut,Furnishings,94,5
Connecticut,Accessories,94,5
Connecticut,Storage,61,7
Connecticut,Appliances,57,8
Connecticut,Chairs,53,9
Connecticut,Labels,48,10
Connecticut,Machines,48,10
Connecticut,Fasteners,35,12
Connecticut,Bookcases,32,13
Connecticut,Tables,19,14
Connecticut,Supplies,18,15
Connecticut,Envelopes,14,16
Connecticut,Copiers,7,17
Delaware,Paper,155,1
Delaware,Storage,136,2
Delaware,Furnishings,111,3
Delaware,Accessories,103,4
Delaware,Phones,84,5
Delaware,Appliances,65,6
Delaware,Art,64,7
Delaware,Binders,63,8
Delaware,Chairs,58,9
Delaware,Machines,43,10
Delaware,Envelopes,33,11
Delaware,Tables,30,12
Delaware,Supplies,30,12
Delaware,Bookcases,22,14
Delaware,Labels,20,15
Delaware,Fasteners,18,16
Delaware,Copiers,5,17
District of Columbia,Paper,41,1
District of Columbia,Phones,25,2
District of Columbia,Furnishings,23,3
District of Columbia,Labels,16,4
District of Columbia,Binders,15,5
District of Columbia,Art,14,6
District of Columbia,Tables,14,6
District of Columbia,Appliances,12,8
District of Columbia,Supplies,11,9
District of Columbia,Envelopes,10,10
District of Columbia,Chairs,8,11
District of Columbia,Accessories,7,12
District of Columbia,Fasteners,7,12
District of Columbia,Bookcases,5,14
District of Columbia,Machines,3,15
Florida,Paper,806,1
Florida,Binders,639,2
Florida,Furnishings,577,3
Florida,Phones,481,4
Florida,Art,473,5
Florida,Accessories,458,6
Florida,Storage,343,7
Florida,Appliances,280,8
Florida,Chairs,258,9
Florida,Labels,230,10
Florida,Tables,202,11
Florida,Machines,202,11
Florida,Fasteners,137,13
Florida,Envelopes,130,14
Florida,Bookcases,123,15
Florida,Supplies,114,16
Florida,Copiers,21,17
Georgia,Paper,353,1
Georgia,Binders,301,2
Georgia,Phones,250,3
Georgia,Furnishings,232,4
Georgia,Art,206,5
Georgia,Storage,138,6
Georgia,Chairs,137,7
Georgia,Accessories,127,8
Georgia,Appliances,114,9
Georgia,Tables,92,10
Georgia,Labels,75,11
Georgia,Machines,66,12
Georgia,Bookcases,51,13
Georgia,Fasteners,42,14
Georgia,Envelopes,32,15
Georgia,Supplies,28,16
Georgia,Copiers,5,17
Illinois,Paper,1161,1
Illinois,Binders,810,2
Illinois,Phones,725,3
Illinois,Furnishings,682,4
Illinois,Accessories,604,5
Illinois,Art,552,6
Illinois,Storage,510,7
Illinois,Appliances,380,8
Illinois,Chairs,353,9
Illinois,Machines,332,10
Illinois,Labels,299,11
Illinois,Tables,243,12
Illinois,Bookcases,241,13
Illinois,Supplies,195,14
Illinois,Envelopes,193,15
Illinois,Fasteners,143,16
Illinois,Copiers,29,17
Indiana,Paper,258,1
Indiana,Phones,210,2
Indiana,Accessories,180,3
Indiana,Binders,174,4
Indiana,Furnishings,139,5
Indiana,Art,133,6
Indiana,Storage,105,7
Indiana,Labels,82,8
Indiana,Chairs,75,9
Indiana,Appliances,70,10
Indiana,Envelopes,47,11
Indiana,Supplies,39,12
Indiana,Tables,37,13
Indiana,Fasteners,32,14
Indiana,Machines,32,14
Indiana,Bookcases,29,16
Indiana,Copiers,11,17
Iowa,Binders,51,1
Iowa,Storage,47,2
