segment,month_name,total_sales,total_profit
Corporate,Oct,358521.0,61118.0
Home Office,Jul,217183.0,37242.0
Consumer,Jul,536754.0,95730.0
Corporate,Mar,330140.0,57270.0
Consumer,Nov,519336.0,89722.0
Home Office,Aug,184476.0,31098.0
Consumer,Aug,589321.0,108290.0
Corporate,Aug,311344.0,55323.0
Home Office,Apr,190389.0,34186.0
Consumer,Jun,550354.0,98400.0
Consumer,May,558491.0,99127.0
Home Office,Sep,168682.0,28098.0
Corporate,Jul,293216.0,53788.0
Corporate,Dec,428549.0,78317.0
Corporate,May,359496.0,62745.0
Corporate,Apr,332807.0,58073.0
Home Office,May,196211.0,36069.0
Home Office,Jan,225889.0,41565.0
Home Office,Jun,177208.0,32740.0
Consumer,Sep,578730.0,100662.0
Home Office,Mar,230513.0,36875.0
Consumer,Apr,569638.0,102368.0
Home Office,Nov,211984.0,37327.0
Home Office,Oct,221084.0,38145.0
Consumer,Dec,626094.0,112265.0
Corporate,Nov,377634.0,63480.0
Corporate,Sep,313822.0,55009.0
Corporate,Feb,327553.0,55628.0
Home Office,Feb,192659.0,34423.0
Consumer,Mar,609025.0,107767.0
Consumer,Oct,578336.0,100352.0
Corporate,Jan,395233.0,69215.0
Consumer,Jan,565842.0,105140.0
Corporate,Jun,326448.0,58096.0
Home Office,Dec,200480.0,33818.0
Consumer,Feb,530899.0,93278.0
