segment,month_name,total_sales,total_profit
Corporate,Oct,356392.0,60814.0
Home Office,Jul,216368.0,37070.0
Consumer,Jul,532034.0,94993.0
Corporate,Mar,327218.0,56691.0
Consumer,Nov,514385.0,88818.0
Home Office,Aug,183572.0,30928.0
Consumer,Aug,584373.0,107562.0
Corporate,Aug,306739.0,54440.0
Home Office,Apr,188825.0,33936.0
Consumer,Jun,531313.0,94864.0
Consumer,May,546570.0,97436.0
Home Office,Sep,167089.0,27806.0
Corporate,Jul,290057.0,53153.0
Corporate,Dec,422668.0,77464.0
Corporate,May,354896.0,61903.0
Corporate,Apr,328202.0,57257.0
Home Office,May,195100.0,35937.0
Home Office,Jan,225079.0,41377.0
Home Office,Jun,174749.0,32371.0
Consumer,Sep,568740.0,98444.0
Home Office,Mar,229532.0,36797.0
Consumer,Apr,561843.0,100958.0
Home Office,Nov,211230.0,37185.0
Home Office,Oct,220229.0,37980.0
Consumer,Dec,619840.0,111141.0
Corporate,Nov,375287.0,63080.0
Corporate,Sep,309924.0,54544.0
Corporate,Feb,326435.0,55435.0
Home Office,Feb,183221.0,32906.0
Consumer,Mar,602746.0,106766.0
Consumer,Oct,571816.0,98992.0
Corporate,Jan,392851.0,68948.0
Consumer,Jan,547421.0,101027.0
Corporate,Jun,321655.0,57104.0
Home Office,Dec,197041.0,33345.0
Consumer,Feb,515517.0,91563.0
