segment,month_name,total_sales,total_profit
Corporate,Oct,353428.0,60266.0
Home Office,Jul,211149.0,35961.0
Consumer,Jul,524650.0,93818.0
Corporate,Mar,323869.0,56012.0
Consumer,Nov,504794.0,87166.0
Home Office,Aug,182094.0,30715.0
Consumer,Aug,570299.0,104880.0
Corporate,Aug,302508.0,53776.0
Home Office,Apr,185131.0,33266.0
Consumer,Jun,513924.0,91801.0
Consumer,May,540620.0,96356.0
Home Office,Sep,164566.0,27381.0
Corporate,Jul,288103.0,52813.0
Corporate,Dec,420093.0,77066.0
Corporate,May,352850.0,61503.0
Corporate,Apr,324967.0,56677.0
Home Office,May,189993.0,34621.0
Home Office,Jan,221716.0,40742.0
Home Office,Jun,171558.0,32104.0
Consumer,Sep,562427.0,97424.0
Home Office,Mar,227597.0,36469.0
Consumer,Apr,550980.0,99016.0
Home Office,Nov,208775.0,36744.0
Home Office,Oct,217404.0,37483.0
Consumer,Dec,604653.0,109348.0
Corporate,Nov,369960.0,62161.0
Corporate,Sep,306667.0,54016.0
Corporate,Feb,321208.0,54536.0
Home Office,Feb,181171.0,32559.0
Consumer,Mar,598133.0,105868.0
Consumer,Oct,568900.0,98533.0
Corporate,Jan,385130.0,67725.0
Consumer,Jan,540827.0,100037.0
Corporate,Jun,317668.0,56304.0
Home Office,Dec,195325.0,33045.0
Consumer,Feb,511801.0,90923.0
