segment,month_name,total_sales,total_profit
Corporate,Oct,377215.0,64973.0
Home Office,Jul,246043.0,43434.0
Consumer,Jul,575800.0,101966.0
Corporate,Mar,355226.0,60344.0
Consumer,Nov,558390.0,96428.0
Home Office,Aug,200123.0,33801.0
Consumer,Aug,630125.0,115007.0
Corporate,Aug,331537.0,58691.0
Home Office,Apr,206409.0,37035.0
Consumer,Jun,602157.0,107277.0
Consumer,May,598802.0,106265.0
Home Office,Sep,181449.0,30100.0
Corporate,Jul,312843.0,57255.0
Corporate,Dec,446966.0,81582.0
Corporate,May,392643.0,69272.0
Corporate,Apr,353764.0,61848.0
Home Office,May,222072.0,41345.0
Home Office,Jan,242321.0,44393.0
Home Office,Jun,201702.0,36874.0
Consumer,Sep,619509.0,107829.0
Home Office,Mar,250069.0,40697.0
Consumer,Apr,624459.0,110891.0
Home Office,Nov,226523.0,39706.0
Home Office,Oct,231490.0,40118.0
Consumer,Dec,682854.0,122857.0
Corporate,Nov,415715.0,72185.0
Corporate,Sep,331184.0,58043.0
Corporate,Feb,350655.0,59839.0
Home Office,Feb,202340.0,36006.0
Consumer,Mar,635578.0,112353.0
Consumer,Oct,632028.0,108717.0
Corporate,Jan,412134.0,72167.0
Consumer,Jan,619967.0,114746.0
Corporate,Jun,344348.0,61311.0
Home Office,Dec,234707.0,39679.0
Consumer,Feb,569144.0,100827.0
