category,month,total_sales,total_profit
Furniture,Sep,232745.0,40479.0
Furniture,Oct,201594.0,36880.0
Furniture,Mar,245032.0,44014.0
Office Supplies,Feb,585718.0,104065.0
Technology,Jul,218591.0,39391.0
Office Supplies,Dec,706808.0,127018.0
Furniture,Aug,205652.0,36849.0
Office Supplies,Jul,573938.0,102752.0
Office Supplies,Jun,515388.0,92735.0
Technology,Sep,186044.0,32159.0
Technology,Dec,238084.0,41640.0
Technology,Jun,252547.0,45438.0
Office Supplies,Jan,659585.0,119718.0
Technology,Aug,214221.0,37345.0
Technology,Oct,262075.0,43111.0
Technology,Jan,239734.0,44857.0
Office Supplies,Mar,634970.0,107521.0
Office Supplies,Aug,572712.0,104800.0
Office Supplies,Sep,582937.0,100208.0
Office Supplies,Oct,627685.0,107718.0
Furniture,Nov,202022.0,34583.0
Office Supplies,Nov,574035.0,98857.0
Technology,May,215916.0,36456.0
Furniture,Feb,177006.0,32983.0
Office Supplies,Apr,561868.0,100735.0
Furniture,Jan,196081.0,34480.0
Furniture,Jun,198258.0,35861.0
Technology,Nov,254345.0,44533.0
Technology,Mar,216286.0,38158.0
Technology,Feb,201921.0,32815.0
Furniture,Apr,229508.0,41321.0
Technology,Apr,226338.0,39152.0
Furniture,Dec,210905.0,37811.0
Office Supplies,May,606102.0,107497.0
Furniture,Jul,174305.0,31404.0
Furniture,May,208177.0,39342.0
