segment,month_name,total_sales,total_profit
Corporate,Oct,447703.0,77574.0
Home Office,Jul,297717.0,51340.0
Consumer,Jul,680406.0,119587.0
Corporate,Mar,432535.0,73561.0
Consumer,Nov,670508.0,116223.0
Home Office,Aug,235741.0,40191.0
Consumer,Aug,721145.0,131783.0
Corporate,Aug,395791.0,69659.0
Home Office,Apr,235210.0,42033.0
Consumer,Jun,730531.0,128563.0
Consumer,May,742320.0,131321.0
Home Office,Sep,223584.0,37682.0
Corporate,Jul,392747.0,71615.0
Corporate,Dec,510418.0,93176.0
Corporate,May,436443.0,76428.0
Corporate,Apr,453444.0,77507.0
Home Office,May,284777.0,52198.0
Home Office,Jan,287314.0,52159.0
Home Office,Jun,244139.0,43820.0
Consumer,Sep,731539.0,127006.0
Home Office,Mar,282702.0,46789.0
Consumer,Apr,720969.0,128955.0
Home Office,Nov,263793.0,45892.0
Home Office,Oct,282267.0,49539.0
Consumer,Dec,795885.0,140617.0
Corporate,Nov,481465.0,83979.0
Corporate,Sep,384831.0,67501.0
Corporate,Feb,397202.0,67621.0
Home Office,Feb,237402.0,42014.0
Consumer,Mar,744045.0,129696.0
Consumer,Oct,742556.0,128635.0
Corporate,Jan,480835.0,85059.0
Consumer,Jan,731695.0,134905.0
Corporate,Jun,404674.0,72809.0
Home Office,Dec,267180.0,45073.0
Consumer,Feb,646523.0,114560.0
