region,month_name,total_sales
South,Mar,226415.0
South,Jan,197831.0
East,Apr,324528.0
East,Nov,331225.0
Central,May,276833.0
East,Mar,297187.0
Central,Oct,245971.0
South,Nov,174972.0
Central,Apr,271635.0
South,Jul,156043.0
Central,Mar,295364.0
East,Jan,315692.0
West,Apr,313163.0
East,Sep,286608.0
South,Sep,196953.0
West,Aug,310638.0
Central,Nov,271139.0
South,Feb,213870.0
West,Mar,343004.0
South,Dec,231411.0
East,Feb,294053.0
West,Dec,380707.0
West,Sep,309458.0
Central,Sep,256020.0
South,Aug,208478.0
East,Jun,267039.0
West,Jan,386856.0
South,Apr,177235.0
Central,Dec,286848.0
West,Oct,348579.0
Central,Jun,249411.0
Central,Aug,227617.0
East,Oct,346412.0
West,Jun,331608.0
West,Jul,325626.0
West,Nov,325894.0
East,Dec,345793.0
South,Jun,185718.0
East,Jul,302089.0
East,May,282780.0
South,Oct,213277.0
Central,Jul,257717.0
Central,Jan,270785.0
East,Aug,331096.0
Central,Feb,251011.0
South,May,203873.0
West,May,335692.0
West,Feb,271119.0
