segment,month_name,total_sales,total_profit
Corporate,Oct,436088.0,75492.0
Home Office,Jul,287774.0,49331.0
Consumer,Jul,664482.0,116375.0
Corporate,Mar,415577.0,71119.0
Consumer,Nov,642877.0,110934.0
Home Office,Aug,227219.0,38432.0
Consumer,Aug,705203.0,128753.0
Corporate,Aug,382698.0,67488.0
Home Office,Apr,227719.0,40685.0
Consumer,Jun,707052.0,124353.0
Consumer,May,705884.0,125159.0
Home Office,Sep,214473.0,36023.0
Corporate,Jul,374381.0,68248.0
Corporate,Dec,503067.0,92014.0
Corporate,May,429177.0,75403.0
Corporate,Apr,434975.0,75276.0
Home Office,May,274317.0,50652.0
Home Office,Jan,279281.0,50817.0
Home Office,Jun,237158.0,42633.0
Consumer,Sep,701997.0,122021.0
Home Office,Mar,276734.0,45850.0
Consumer,Apr,700436.0,125558.0
Home Office,Nov,255199.0,44319.0
Home Office,Oct,278661.0,48811.0
Consumer,Dec,780580.0,138181.0
Corporate,Nov,474317.0,82416.0
Corporate,Sep,373211.0,65375.0
Corporate,Feb,387969.0,66036.0
Home Office,Feb,228594.0,41095.0
Consumer,Mar,731113.0,127631.0
Consumer,Oct,712002.0,122580.0
Corporate,Jan,468539.0,82546.0
Consumer,Jan,714001.0,131363.0
Corporate,Jun,393500.0,71031.0
Home Office,Dec,260655.0,44054.0
Consumer,Feb,628135.0,111125.0
