state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,141,1
Alabama,Paper,131,2
Alabama,Furnishings,77,3
Alabama,Storage,70,4
Alabama,Accessories,69,5
Alabama,Art,59,6
Alabama,Chairs,59,6
Alabama,Phones,48,8
Alabama,Labels,40,9
Alabama,Tables,40,9
Alabama,Envelopes,35,11
Alabama,Appliances,32,12
Alabama,Bookcases,30,13
Alabama,Fasteners,24,14
Alabama,Supplies,12,15
Alabama,Machines,5,16
Alabama,Copiers,4,17
Arizona,Paper,459,1
Arizona,Binders,421,2
Arizona,Furnishings,406,3
Arizona,Art,337,4
Arizona,Phones,308,5
Arizona,Accessories,273,6
Arizona,Storage,203,7
Arizona,Appliances,195,8
Arizona,Chairs,168,9
Arizona,Labels,151,10
Arizona,Envelopes,91,11
Arizona,Tables,90,12
Arizona,Bookcases,82,13
Arizona,Machines,73,14
Arizona,Supplies,59,15
Arizona,Fasteners,58,16
Arizona,Copiers,18,17
Arkansas,Art,56,1
Arkansas,Furnishings,53,2
Arkansas,Phones,53,2
Arkansas,Paper,43,4
Arkansas,Binders,39,5
Arkansas,Storage,35,6
Arkansas,Chairs,27,7
Arkansas,Fasteners,24,8
Arkansas,Accessories,24,8
Arkansas,Labels,18,10
Arkansas,Appliances,18,10
Arkansas,Tables,18,10
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,3609,1
California,Binders,2661,2
California,Phones,2608,3
California,Furnishings,2361,4
California,Art,2320,5
California,Accessories,2002,6
California,Storage,1771,7
California,Appliances,1399,8
California,Chairs,1185,9
California,Labels,963,10
California,Machines,880,11
California,Envelopes,824,12
California,Tables,744,13
California,Bookcases,701,14
California,Fasteners,591,15
California,Supplies,526,16
California,Copiers,175,17
Colorado,Paper,438,1
Colorado,Binders,432,2
Colorado,Phones,323,3
Colorado,Furnishings,314,4
Colorado,Art,284,5
Colorado,Storage,246,6
Colorado,Accessories,215,7
Colorado,Appliances,175,8
Colorado,Chairs,127,9
Colorado,Envelopes,122,10
Colorado,Machines,121,11
Colorado,Labels,116,12
Colorado,Bookcases,100,13
Colorado,Tables,100,13
Colorado,Fasteners,74,15
Colorado,Supplies,57,16
Colorado,Copiers,16,17
Connecticut,Paper,141,1
Connecticut,Phones,129,2
Connecticut,Art,103,3
Connecticut,Binders,92,4
Connecticut,Accessories,82,5
Connecticut,Furnishings,81,6
Connecticut,Appliances,57,7
Connecticut,Storage,51,8
Connecticut,Chairs,47,9
Connecticut,Machines,43,10
Connecticut,Labels,43,10
Connecticut,Fasteners,35,12
Connecticut,Bookcases,24,13
Connecticut,Tables,19,14
Connecticut,Supplies,18,15
Connecticut,Envelopes,14,16
Connecticut,Copiers,7,17
Delaware,Paper,137,1
Delaware,Storage,128,2
Delaware,Furnishings,104,3
Delaware,Accessories,96,4
Delaware,Phones,82,5
Delaware,Art,59,6
Delaware,Appliances,58,7
Delaware,Chairs,53,8
Delaware,Binders,43,9
Delaware,Machines,41,10
Delaware,Envelopes,33,11
Delaware,Tables,28,12
Delaware,Supplies,22,13
Delaware,Bookcases,20,14
Delaware,Labels,20,14
Delaware,Fasteners,15,16
Delaware,Copiers,5,17
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Tables,14,3
District of Columbia,Furnishings,14,3
District of Columbia,Labels,10,5
District of Columbia,Phones,9,6
District of Columbia,Art,7,7
District of Columbia,Fasteners,7,7
District of Columbia,Envelopes,5,9
District of Columbia,Chairs,5,9
District of Columbia,Supplies,3,11
District of Columbia,Appliances,2,12
Florida,Paper,675,1
Florida,Binders,590,2
Florida,Furnishings,483,3
Florida,Art,433,4
Florida,Accessories,422,5
Florida,Phones,408,6
Florida,Storage,289,7
Florida,Chairs,235,8
Florida,Appliances,232,9
Florida,Labels,208,10
Florida,Tables,174,11
Florida,Machines,173,12
Florida,Envelopes,127,13
Florida,Fasteners,124,14
Florida,Bookcases,108,15
Florida,Supplies,104,16
Florida,Copiers,17,17
Georgia,Paper,311,1
Georgia,Binders,236,2
Georgia,Phones,221,3
Georgia,Art,186,4
Georgia,Furnishings,184,5
Georgia,Storage,127,6
Georgia,Chairs,115,7
Georgia,Appliances,102,8
Georgia,Accessories,99,9
Georgia,Tables,92,10
Georgia,Labels,70,11
Georgia,Machines,66,12
Georgia,Bookcases,44,13
Georgia,Envelopes,30,14
Georgia,Fasteners,20,15
Georgia,Supplies,20,15
Georgia,Copiers,5,17
Illinois,Paper,966,1
Illinois,Binders,695,2
Illinois,Phones,618,3
Illinois,Furnishings,586,4
Illinois,Accessories,502,5
Illinois,Art,453,6
Illinois,Storage,420,7
Illinois,Appliances,312,8
Illinois,Chairs,305,9
Illinois,Machines,275,10
Illinois,Labels,243,11
Illinois,Bookcases,213,12
Illinois,Tables,176,13
Illinois,Supplies,157,14
Illinois,Envelopes,150,15
Illinois,Fasteners,138,16
Illinois,Copiers,29,17
Indiana,Paper,219,1
Indiana,Phones,193,2
Indiana,Accessories,171,3
Indiana,Binders,164,4
Indiana,Furnishings,108,5
Indiana,Art,108,5
Indiana,Storage,93,7
Indiana,Labels,77,8
Indiana,Appliances,64,9
Indiana,Chairs,61,10
Indiana,Envelopes,42,11
Indiana,Tables,35,12
Indiana,Fasteners,32,13
Indiana,Machines,29,14
Indiana,Supplies,26,15
Indiana,Bookcases,24,16
Indiana,Copiers,11,17
Iowa,Binders,45,1
Iowa,Storage,44,2
Iowa,Paper,34,3
Iowa,Phones,28,4
Iowa,Chairs,25,5
Iowa,Furnishings,20,6
Iowa,Accessories,16,7
Iowa,Envelopes,14,8
Iowa,Appliances,12,9
Iowa,Art,8,10
Iowa,Fasteners,4,11
Iowa,Labels,3,12
Iowa,Machines,2,13
Iowa,Supplies,2,13
Iowa,Tables,1,15
Kansas,Paper,73,1
Kansas,Art,57,2
Kansas,Chairs,44,3
Kansas,Phones,39,4
Kansas,Fasteners,28,5
Kansas,Furnishings,20,6
Kansas,Accessories,20,6
Kansas,Binders,18,8
Kansas,Supplies,16,9
Kansas,Appliances,16,9
Kansas,Labels,14,11
Kansas,Tables,10,12
Kansas,Storage,9,13
Kansas,Machines,8,14
Kansas,Bookcases,8,14
Kansas,Copiers,2,16
Kentucky,Paper,431,1
Kentucky,Phones,273,2
Kentucky,Binders,266,3
Kentucky,Art,235,4
