segment,month_name,total_sales,total_profit
Corporate,Oct,412583.0,71941.0
Home Office,Jul,277428.0,48024.0
Consumer,Jul,633824.0,111055.0
Corporate,Mar,387018.0,65844.0
Consumer,Nov,611186.0,105184.0
Home Office,Aug,217080.0,36576.0
Consumer,Aug,675036.0,123026.0
Corporate,Aug,372629.0,65628.0
Home Office,Apr,222098.0,39389.0
Consumer,Jun,667074.0,117227.0
Consumer,May,664304.0,117170.0
Home Office,Sep,204598.0,34155.0
Corporate,Jul,358906.0,65186.0
Corporate,Dec,478923.0,87062.0
Corporate,May,416608.0,73321.0
Corporate,Apr,422349.0,73297.0
Home Office,May,261525.0,48092.0
Home Office,Jan,267634.0,48614.0
Home Office,Jun,225549.0,40610.0
Consumer,Sep,674761.0,117237.0
Home Office,Mar,272498.0,45011.0
Consumer,Apr,670994.0,120070.0
Home Office,Nov,243672.0,42395.0
Home Office,Oct,271140.0,47451.0
Consumer,Dec,752889.0,133719.0
Corporate,Nov,454555.0,79325.0
Corporate,Sep,359034.0,63008.0
Corporate,Feb,371687.0,63395.0
Home Office,Feb,219782.0,39404.0
Consumer,Mar,689336.0,121377.0
Consumer,Oct,681537.0,117386.0
Corporate,Jan,445764.0,78487.0
Consumer,Jan,676161.0,124331.0
Corporate,Jun,376722.0,67519.0
Home Office,Dec,254189.0,43027.0
Consumer,Feb,609397.0,108072.0
