state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,154,1
Alabama,Paper,152,2
Alabama,Furnishings,100,3
Alabama,Storage,100,3
Alabama,Accessories,85,5
Alabama,Chairs,65,6
Alabama,Art,62,7
Alabama,Phones,52,8
Alabama,Appliances,51,9
Alabama,Labels,44,10
Alabama,Tables,40,11
Alabama,Envelopes,37,12
Alabama,Bookcases,36,13
Alabama,Fasteners,25,14
Alabama,Supplies,16,15
Alabama,Copiers,11,16
Alabama,Machines,10,17
Arizona,Paper,626,1
Arizona,Binders,501,2
Arizona,Furnishings,479,3
Arizona,Phones,412,4
Arizona,Art,374,5
Arizona,Accessories,338,6
Arizona,Storage,235,7
Arizona,Appliances,223,8
Arizona,Chairs,199,9
Arizona,Labels,178,10
Arizona,Bookcases,120,11
Arizona,Envelopes,118,12
Arizona,Machines,105,13
Arizona,Tables,98,14
Arizona,Supplies,77,15
Arizona,Fasteners,64,16
Arizona,Copiers,26,17
Arkansas,Paper,73,1
Arkansas,Binders,64,2
Arkansas,Art,63,3
Arkansas,Phones,62,4
Arkansas,Furnishings,58,5
Arkansas,Storage,42,6
Arkansas,Chairs,33,7
Arkansas,Accessories,25,8
Arkansas,Fasteners,24,9
Arkansas,Appliances,23,10
Arkansas,Labels,19,11
Arkansas,Tables,18,12
Arkansas,Envelopes,16,13
Arkansas,Machines,12,14
Arkansas,Supplies,7,15
Arkansas,Bookcases,5,16
California,Paper,4633,1
California,Binders,3350,2
California,Phones,3238,3
California,Furnishings,3048,4
California,Art,2797,5
California,Accessories,2478,6
California,Storage,2260,7
California,Appliances,1695,8
California,Chairs,1487,9
California,Labels,1205,10
California,Machines,1127,11
California,Envelopes,987,12
California,Tables,933,13
California,Bookcases,857,14
California,Fasteners,753,15
California,Supplies,660,16
California,Copiers,237,17
Colorado,Paper,529,1
Colorado,Binders,528,2
Colorado,Furnishings,413,3
Colorado,Phones,396,4
Colorado,Art,391,5
Colorado,Storage,323,6
Colorado,Accessories,306,7
Colorado,Appliances,216,8
Colorado,Envelopes,177,9
Colorado,Chairs,161,10
Colorado,Machines,154,11
Colorado,Labels,147,12
Colorado,Tables,139,13
Colorado,Bookcases,120,14
Colorado,Fasteners,92,15
Colorado,Supplies,85,16
Colorado,Copiers,27,17
Connecticut,Paper,181,1
Connecticut,Phones,135,2
Connecticut,Art,119,3
Connecticut,Binders,103,4
Connecticut,Accessories,98,5
Connecticut,Furnishings,98,5
Connecticut,Storage,66,7
Connecticut,Appliances,57,8
Connecticut,Chairs,53,9
Connecticut,Machines,48,10
Connecticut,Labels,48,10
Connecticut,Fasteners,35,12
Connecticut,Bookcases,32,13
Connecticut,Supplies,23,14
Connecticut,Envelopes,23,14
Connecticut,Tables,19,16
Connecticut,Copiers,7,17
Delaware,Paper,165,1
Delaware,Storage,140,2
Delaware,Furnishings,114,3
Delaware,Accessories,104,4
Delaware,Phones,84,5
Delaware,Binders,75,6
Delaware,Appliances,68,7
Delaware,Art,64,8
Delaware,Chairs,58,9
Delaware,Machines,46,10
Delaware,Tables,39,11
Delaware,Envelopes,33,12
Delaware,Supplies,30,13
Delaware,Bookcases,29,14
Delaware,Labels,25,15
Delaware,Fasteners,18,16
Delaware,Copiers,5,17
District of Columbia,Paper,44,1
District of Columbia,Phones,25,2
District of Columbia,Furnishings,25,2
District of Columbia,Art,16,4
District of Columbia,Labels,16,4
District of Columbia,Binders,15,6
District of Columbia,Envelopes,14,7
District of Columbia,Tables,14,7
District of Columbia,Supplies,12,9
District of Columbia,Appliances,12,9
District of Columbia,Chairs,8,11
District of Columbia,Fasteners,7,12
District of Columbia,Accessories,7,12
District of Columbia,Bookcases,5,14
District of Columbia,Machines,3,15
Florida,Paper,884,1
Florida,Furnishings,664,2
Florida,Binders,658,3
Florida,Phones,535,4
Florida,Art,495,5
Florida,Accessories,477,6
Florida,Storage,377,7
Florida,Appliances,316,8
Florida,Chairs,285,9
Florida,Labels,250,10
Florida,Machines,228,11
Florida,Tables,225,12
Florida,Fasteners,149,13
Florida,Envelopes,141,14
Florida,Bookcases,134,15
Florida,Supplies,127,16
Florida,Copiers,21,17
Georgia,Paper,377,1
Georgia,Binders,319,2
Georgia,Phones,269,3
Georgia,Furnishings,252,4
Georgia,Art,217,5
Georgia,Storage,150,6
Georgia,Chairs,137,7
Georgia,Accessories,137,7
Georgia,Appliances,121,9
Georgia,Tables,99,10
Georgia,Labels,78,11
Georgia,Machines,68,12
Georgia,Bookcases,60,13
Georgia,Envelopes,50,14
Georgia,Fasteners,46,15
Georgia,Supplies,34,16
Georgia,Copiers,8,17
Illinois,Paper,1282,1
Illinois,Binders,843,2
Illinois,Phones,752,3
Illinois,Furnishings,736,4
Illinois,Accessories,653,5
Illinois,Art,619,6
Illinois,Storage,554,7
Illinois,Appliances,407,8
Illinois,Chairs,380,9
Illinois,Machines,348,10
Illinois,Labels,333,11
Illinois,Bookcases,254,12
Illinois,Tables,251,13
Illinois,Supplies,195,14
Illinois,Envelopes,195,14
Illinois,Fasteners,163,16
Illinois,Copiers,37,17
Indiana,Paper,277,1
Indiana,Phones,220,2
Indiana,Accessories,199,3
Indiana,Binders,191,4
Indiana,Art,153,5
Indiana,Furnishings,140,6
Indiana,Storage,114,7
