category,month,total_sales,total_profit
Furniture,Sep,272365.0,47191.0
Furniture,Oct,240341.0,44099.0
Furniture,Mar,307691.0,53981.0
Office Supplies,Feb,713632.0,125440.0
Technology,Jul,283438.0,50622.0
Office Supplies,Dec,892437.0,158410.0
Furniture,Aug,264930.0,46768.0
Office Supplies,Jul,744532.0,131277.0
Office Supplies,Jun,693014.0,123385.0
Technology,Sep,226291.0,39326.0
Technology,Dec,303259.0,53164.0
Technology,Jun,311080.0,56298.0
Office Supplies,Jan,830937.0,149937.0
Technology,Aug,289176.0,49921.0
Technology,Oct,337193.0,56233.0
Technology,Jan,295713.0,54884.0
Office Supplies,Mar,765834.0,129837.0
Office Supplies,Aug,696872.0,125775.0
Office Supplies,Sep,736795.0,127444.0
Office Supplies,Oct,782613.0,135699.0
Furniture,Nov,260816.0,44582.0
Office Supplies,Nov,726807.0,124659.0
Technology,May,285474.0,49234.0
Furniture,Feb,210862.0,38782.0
Office Supplies,Apr,723444.0,127802.0
Furniture,Jan,258933.0,45835.0
Furniture,Jun,260165.0,44922.0
Technology,Nov,313586.0,56199.0
Technology,Mar,270229.0,47718.0
Technology,Feb,267770.0,45032.0
Furniture,Apr,298153.0,53767.0
Technology,Apr,288325.0,50183.0
Furniture,Dec,284856.0,51347.0
Office Supplies,May,785952.0,139988.0
Furniture,Jul,238346.0,41744.0
Furniture,May,253908.0,46457.0
