region,month_name,total_sales
South,Mar,270477.0
South,Jan,242406.0
East,Apr,407200.0
East,Nov,393413.0
Central,May,343955.0
East,Mar,363834.0
Central,Oct,284835.0
South,Nov,208280.0
Central,Apr,313466.0
South,Jul,194661.0
Central,Mar,337736.0
East,Jan,386767.0
West,Apr,398275.0
East,Sep,361635.0
South,Sep,238328.0
West,Aug,372246.0
Central,Nov,319706.0
South,Feb,242495.0
West,Mar,393977.0
South,Dec,278851.0
East,Feb,338122.0
West,Dec,470500.0
West,Sep,356583.0
Central,Sep,293299.0
South,Aug,251632.0
East,Jun,318135.0
West,Jan,454890.0
South,Apr,204829.0
Central,Dec,339442.0
West,Oct,416785.0
Central,Jun,313466.0
Central,Aug,267136.0
East,Oct,422905.0
West,Jun,420156.0
West,Jul,382559.0
West,Nov,402688.0
East,Dec,407846.0
South,Jun,228529.0
East,Jul,385942.0
East,May,332110.0
South,Oct,248967.0
Central,Jul,317868.0
Central,Jan,321101.0
East,Aug,385889.0
Central,Feb,302260.0
South,May,247992.0
West,May,430371.0
West,Feb,327968.0
