category,month,total_sales,total_profit
Furniture,Sep,255036.0,44320.0
Furniture,Oct,219902.0,40444.0
Furniture,Mar,289056.0,50445.0
Office Supplies,Feb,668464.0,117405.0
Technology,Jul,256198.0,45754.0
Office Supplies,Dec,829255.0,147836.0
Furniture,Aug,246676.0,43840.0
Office Supplies,Jul,663452.0,119060.0
Office Supplies,Jun,624222.0,111184.0
Technology,Sep,208688.0,36403.0
Technology,Dec,273467.0,48225.0
Technology,Jun,286062.0,51695.0
Office Supplies,Jan,766391.0,138682.0
Technology,Aug,256549.0,44688.0
Technology,Oct,297157.0,48847.0
Technology,Jan,262761.0,49011.0
Office Supplies,Mar,697967.0,118134.0
Office Supplies,Aug,652122.0,118067.0
Office Supplies,Sep,652154.0,111937.0
Office Supplies,Oct,718362.0,123655.0
Furniture,Nov,232942.0,38998.0
Office Supplies,Nov,662274.0,114746.0
Technology,May,261022.0,44812.0
Furniture,Feb,200120.0,36652.0
Office Supplies,Apr,642087.0,114189.0
Furniture,Jan,235636.0,41775.0
Furniture,Jun,229131.0,40788.0
Technology,Nov,282977.0,49807.0
Technology,Mar,244015.0,43286.0
Technology,Feb,247847.0,41639.0
Furniture,Apr,266210.0,47755.0
Technology,Apr,269396.0,46808.0
Furniture,Dec,251691.0,46107.0
Office Supplies,May,710335.0,126649.0
Furniture,Jul,205513.0,36300.0
Furniture,May,226787.0,42639.0
