segment,month_name,total_sales,total_profit
Corporate,Oct,390894.0,68416.0
Home Office,Jul,252433.0,44367.0
Consumer,Jul,586176.0,103855.0
Corporate,Mar,363732.0,61969.0
Consumer,Nov,567682.0,98184.0
Home Office,Aug,203326.0,34381.0
Consumer,Aug,643429.0,117594.0
Corporate,Aug,337669.0,59953.0
Home Office,Apr,209573.0,37416.0
Consumer,Jun,613965.0,109056.0
Consumer,May,604286.0,107055.0
Home Office,Sep,182717.0,30335.0
Corporate,Jul,321958.0,58897.0
Corporate,Dec,453898.0,82520.0
Corporate,May,400377.0,70385.0
Corporate,Apr,366852.0,63607.0
Home Office,May,226811.0,42298.0
Home Office,Jan,249414.0,45469.0
Home Office,Jun,204535.0,37375.0
Consumer,Sep,630542.0,109634.0
Home Office,Mar,254204.0,41365.0
Consumer,Apr,636024.0,113420.0
Home Office,Nov,229077.0,40102.0
Home Office,Oct,255765.0,44677.0
Consumer,Dec,693835.0,124575.0
Corporate,Nov,419730.0,72806.0
Corporate,Sep,335623.0,58759.0
Corporate,Feb,356337.0,60810.0
Home Office,Feb,206370.0,36659.0
Consumer,Mar,647455.0,114265.0
Consumer,Oct,641949.0,110442.0
Corporate,Jan,419455.0,73443.0
Consumer,Jan,631804.0,116806.0
Corporate,Jun,352544.0,62792.0
Home Office,Dec,238088.0,40471.0
Consumer,Feb,576411.0,102041.0
