state,total_sales,total_customers
Alabama,99211.0,59
Arizona,358339.0,152
Arkansas,71946.0,14
California,2933832.0,1158
Colorado,375961.0,155
Connecticut,125199.0,55
Delaware,105748.0,41
District of Columbia,11048.0,7
Florida,562472.0,191
Georgia,205736.0,113
Illinois,766643.0,322
Indiana,191828.0,83
Iowa,34158.0,17
Kansas,37428.0,7
Kentucky,319623.0,100
Louisiana,76029.0,33
Maryland,49477.0,20
Massachusetts,192830.0,80
Michigan,270229.0,112
Minnesota,227223.0,89
Mississippi,84737.0,34
Missouri,104604.0,49
Nebraska,19934.0,10
Nevada,34666.0,17
New Hampshire,30350.0,12
New Jersey,211464.0,76
New Mexico,45951.0,30
New York,1476154.0,612
North Carolina,464158.0,230
Ohio,668603.0,272
Oklahoma,53935.0,22
Oregon,53567.0,21
Pennsylvania,781498.0,341
Rhode Island,78383.0,35
South Dakota,19263.0,9
Tennessee,227744.0,93
Texas,1427456.0,560
Utah,71879.0,39
Virginia,300697.0,108
Washington,674614.0,277
Wisconsin,113454.0,69
