region,month_name,total_sales
South,Mar,229671.0
South,Jan,211271.0
East,Apr,334107.0
East,Nov,339003.0
Central,May,295056.0
East,Mar,305339.0
Central,Oct,251396.0
South,Nov,179554.0
Central,Apr,276352.0
South,Jul,161910.0
Central,Mar,301733.0
East,Jan,320751.0
West,Apr,333229.0
East,Sep,293562.0
South,Sep,198925.0
West,Aug,317113.0
Central,Nov,274401.0
South,Feb,220504.0
West,Mar,346671.0
South,Dec,244902.0
East,Feb,302606.0
West,Dec,402097.0
West,Sep,315099.0
Central,Sep,266505.0
South,Aug,211960.0
East,Jun,276145.0
West,Jan,394248.0
South,Apr,181394.0
Central,Dec,298690.0
West,Oct,354806.0
Central,Jun,264616.0
Central,Aug,233598.0
East,Oct,359793.0
West,Jun,339410.0
West,Jul,336748.0
West,Nov,331626.0
East,Dec,351198.0
South,Jun,191234.0
East,Jul,307950.0
East,May,286722.0
South,Oct,218422.0
Central,Jul,261296.0
Central,Jan,274036.0
East,Aug,338082.0
Central,Feb,268208.0
South,May,208711.0
West,May,353027.0
West,Feb,281055.0
