region,month_name,total_sales
South,Mar,282110.0
South,Jan,243386.0
East,Apr,416665.0
East,Nov,397333.0
Central,May,347630.0
East,Mar,366149.0
Central,Oct,287085.0
South,Nov,209861.0
Central,Apr,315530.0
South,Jul,201433.0
Central,Mar,339748.0
East,Jan,398354.0
West,Apr,399206.0
East,Sep,363173.0
South,Sep,240527.0
West,Aug,373763.0
Central,Nov,321611.0
South,Feb,244611.0
West,Mar,403851.0
South,Dec,282096.0
East,Feb,341088.0
West,Dec,475351.0
West,Sep,360248.0
Central,Sep,295090.0
South,Aug,254661.0
East,Jun,322019.0
West,Jan,456778.0
South,Apr,208877.0
Central,Dec,342448.0
West,Oct,417698.0
Central,Jun,315541.0
Central,Aug,269091.0
East,Oct,425320.0
West,Jun,422313.0
West,Jul,384467.0
West,Nov,404792.0
East,Dec,409813.0
South,Jun,230704.0
East,Jul,387243.0
East,May,333465.0
South,Oct,250531.0
Central,Jul,321254.0
Central,Jan,322591.0
East,Aug,387698.0
Central,Feb,305020.0
South,May,249503.0
West,May,433407.0
West,Feb,328988.0
