state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,135,1
Alabama,Paper,113,2
Alabama,Furnishings,72,3
Alabama,Storage,62,4
Alabama,Accessories,62,4
Alabama,Chairs,59,6
Alabama,Art,54,7
Alabama,Phones,48,8
Alabama,Tables,40,9
Alabama,Labels,40,9
Alabama,Envelopes,35,11
Alabama,Appliances,30,12
Alabama,Fasteners,24,13
Alabama,Bookcases,23,14
Alabama,Supplies,12,15
Alabama,Machines,5,16
Alabama,Copiers,4,17
Arizona,Paper,409,1
Arizona,Binders,408,2
Arizona,Furnishings,400,3
Arizona,Phones,302,4
Arizona,Art,298,5
Arizona,Accessories,265,6
Arizona,Storage,193,7
Arizona,Appliances,186,8
Arizona,Chairs,160,9
Arizona,Labels,151,10
Arizona,Tables,90,11
Arizona,Envelopes,84,12
Arizona,Bookcases,82,13
Arizona,Machines,72,14
Arizona,Fasteners,51,15
Arizona,Supplies,50,16
Arizona,Copiers,18,17
Arkansas,Art,56,1
Arkansas,Furnishings,53,2
Arkansas,Phones,51,3
Arkansas,Paper,43,4
Arkansas,Binders,35,5
Arkansas,Storage,33,6
Arkansas,Chairs,27,7
Arkansas,Fasteners,24,8
Arkansas,Accessories,24,8
Arkansas,Tables,18,10
Arkansas,Labels,18,10
Arkansas,Appliances,18,10
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,3421,1
California,Binders,2564,2
California,Phones,2494,3
California,Furnishings,2217,4
California,Art,2193,5
California,Accessories,1917,6
California,Storage,1705,7
California,Appliances,1342,8
California,Chairs,1127,9
California,Labels,899,10
California,Machines,853,11
California,Envelopes,790,12
California,Tables,722,13
California,Bookcases,656,14
California,Fasteners,564,15
California,Supplies,507,16
California,Copiers,170,17
Colorado,Paper,425,1
Colorado,Binders,410,2
Colorado,Phones,305,3
Colorado,Furnishings,279,4
Colorado,Art,277,5
Colorado,Storage,230,6
Colorado,Accessories,208,7
Colorado,Appliances,169,8
Colorado,Chairs,123,9
Colorado,Envelopes,120,10
Colorado,Machines,120,10
Colorado,Labels,107,12
Colorado,Tables,100,13
Colorado,Bookcases,98,14
Colorado,Fasteners,73,15
Colorado,Supplies,54,16
Colorado,Copiers,16,17
Connecticut,Paper,129,1
