category,month,total_sales,total_profit
Furniture,Sep,272735.0,47271.0
Furniture,Oct,241309.0,44218.0
Furniture,Mar,308812.0,54193.0
Office Supplies,Feb,719208.0,126478.0
Technology,Jul,283787.0,50662.0
Office Supplies,Dec,896032.0,159059.0
Furniture,Aug,270843.0,48402.0
Office Supplies,Jul,746068.0,131549.0
Office Supplies,Jun,696929.0,123957.0
Technology,Sep,227746.0,39501.0
Technology,Dec,304288.0,53312.0
Technology,Jun,312251.0,56477.0
Office Supplies,Jan,833435.0,150473.0
Technology,Aug,293755.0,50623.0
Technology,Oct,337731.0,56354.0
Technology,Jan,297015.0,55112.0
Office Supplies,Mar,768685.0,130195.0
Office Supplies,Aug,700147.0,126205.0
Office Supplies,Sep,737912.0,127628.0
Office Supplies,Oct,786220.0,136206.0
Furniture,Nov,260894.0,44605.0
Office Supplies,Nov,733922.0,125981.0
Technology,May,287881.0,49738.0
Furniture,Feb,213386.0,39295.0
Office Supplies,Apr,726640.0,128411.0
Furniture,Jan,259109.0,45847.0
Furniture,Jun,260165.0,44922.0
Technology,Nov,314597.0,56318.0
Technology,Mar,271355.0,47844.0
Technology,Feb,268272.0,45098.0
Furniture,Apr,298766.0,53881.0
Technology,Apr,290035.0,50464.0
Furniture,Dec,285681.0,51437.0
Office Supplies,May,790102.0,140861.0
Furniture,Jul,240303.0,42054.0
Furniture,May,264454.0,47984.0
