state,total_sales,total_customers
Alabama,98053.0,58
Arizona,352851.0,142
Arkansas,71137.0,12
California,2881665.0,1088
Colorado,355152.0,146
Connecticut,125077.0,54
Delaware,102667.0,37
District of Columbia,10432.0,6
Florida,545481.0,177
Georgia,196502.0,102
Illinois,742431.0,298
Indiana,187696.0,79
Iowa,22265.0,14
Kansas,37428.0,7
Kentucky,313555.0,95
Louisiana,65691.0,31
Maryland,46337.0,18
Massachusetts,187334.0,74
Michigan,266673.0,109
Minnesota,220021.0,81
Mississippi,83089.0,30
Missouri,102727.0,47
Nebraska,18549.0,8
Nevada,33921.0,16
New Hampshire,30350.0,12
New Jersey,207584.0,72
New Mexico,39410.0,25
New York,1431855.0,571
North Carolina,454906.0,217
Ohio,655867.0,263
Oklahoma,48142.0,19
Oregon,52607.0,19
Pennsylvania,743276.0,316
Rhode Island,74937.0,31
South Dakota,18929.0,8
Tennessee,220999.0,88
Texas,1374144.0,528
Utah,69563.0,35
Virginia,291922.0,102
Washington,651121.0,256
Wisconsin,111191.0,66
