category,month,total_sales,total_profit
Furniture,Sep,272098.0,47174.0
Furniture,Oct,238981.0,43895.0
Furniture,Mar,306265.0,53711.0
Office Supplies,Feb,712264.0,125215.0
Technology,Jul,282883.0,50529.0
Office Supplies,Dec,881034.0,156164.0
Furniture,Aug,264446.0,46645.0
Office Supplies,Jul,740765.0,130577.0
Office Supplies,Jun,685534.0,121886.0
Technology,Sep,224994.0,39056.0
Technology,Dec,301358.0,52830.0
Technology,Jun,309446.0,55968.0
Office Supplies,Jan,826327.0,148909.0
Technology,Aug,288094.0,49662.0
Technology,Oct,336084.0,56055.0
Technology,Jan,294029.0,54657.0
Office Supplies,Mar,761246.0,128998.0
Office Supplies,Aug,694540.0,125382.0
Office Supplies,Sep,733363.0,126808.0
Office Supplies,Oct,778122.0,134924.0
Furniture,Nov,259445.0,44275.0
Office Supplies,Nov,724718.0,124381.0
Technology,May,283472.0,48878.0
Furniture,Feb,210585.0,38712.0
Office Supplies,Apr,707564.0,126268.0
Furniture,Jan,257894.0,45679.0
Furniture,Jun,259071.0,44760.0
Technology,Nov,312532.0,56011.0
Technology,Mar,267442.0,47157.0
Technology,Feb,266286.0,44883.0
Furniture,Apr,296347.0,53418.0
Technology,Apr,287361.0,50035.0
Furniture,Dec,284078.0,51186.0
Office Supplies,May,771224.0,137419.0
Furniture,Jul,237130.0,41457.0
Furniture,May,253908.0,46457.0
