category,month,total_sales,total_profit
Furniture,Sep,250510.0,43622.0
Furniture,Oct,219052.0,40336.0
Furniture,Mar,286381.0,49983.0
Office Supplies,Feb,664029.0,116559.0
Technology,Jul,255075.0,45515.0
Office Supplies,Dec,812115.0,144695.0
Furniture,Aug,244377.0,43353.0
Office Supplies,Jul,643761.0,114565.0
Office Supplies,Jun,606301.0,107379.0
Technology,Sep,207032.0,36104.0
Technology,Dec,270251.0,47703.0
Technology,Jun,283653.0,51288.0
Office Supplies,Jan,744885.0,134646.0
Technology,Aug,251205.0,43677.0
Technology,Oct,293678.0,48208.0
Technology,Jan,257159.0,47973.0
Office Supplies,Mar,688933.0,116369.0
Office Supplies,Aug,646703.0,116970.0
Office Supplies,Sep,639738.0,109829.0
Office Supplies,Oct,706866.0,120957.0
Furniture,Nov,231792.0,38849.0
Office Supplies,Nov,644188.0,110617.0
Technology,May,257661.0,44111.0
Furniture,Feb,198904.0,36428.0
Office Supplies,Apr,633402.0,112791.0
Furniture,Jan,232828.0,41354.0
Furniture,Jun,226305.0,40284.0
Technology,Nov,276697.0,48654.0
Technology,Mar,240125.0,42667.0
Technology,Feb,243320.0,40792.0
Furniture,Apr,263032.0,47191.0
Technology,Apr,266915.0,46337.0
Furniture,Dec,249065.0,45532.0
Office Supplies,May,699885.0,124861.0
Furniture,Jul,199229.0,35302.0
Furniture,May,224644.0,42399.0
