segment,month_name,total_sales,total_profit
Corporate,Oct,347302.0,59107.0
Home Office,Jul,209497.0,35743.0
Consumer,Jul,512513.0,92030.0
Corporate,Mar,316325.0,54702.0
Consumer,Nov,493116.0,85107.0
Home Office,Aug,172004.0,29856.0
Consumer,Aug,559293.0,103117.0
Corporate,Aug,298640.0,53084.0
Home Office,Apr,183914.0,33053.0
Consumer,Jun,510392.0,91204.0
Consumer,May,534747.0,95215.0
Home Office,Sep,163333.0,27198.0
Corporate,Jul,285662.0,52380.0
Corporate,Dec,417939.0,76670.0
Corporate,May,348503.0,61003.0
Corporate,Apr,321292.0,56048.0
Home Office,May,187940.0,34325.0
Home Office,Jan,211569.0,38354.0
Home Office,Jun,170153.0,31828.0
Consumer,Sep,557387.0,96546.0
Home Office,Mar,217815.0,35205.0
Consumer,Apr,542572.0,97554.0
Home Office,Nov,204723.0,36028.0
Home Office,Oct,215816.0,37176.0
Consumer,Dec,598618.0,108204.0
Corporate,Nov,367347.0,61634.0
Corporate,Sep,302945.0,53316.0
Corporate,Feb,317271.0,53908.0
Home Office,Feb,179968.0,32310.0
Consumer,Mar,593211.0,105080.0
Consumer,Oct,564723.0,97640.0
Corporate,Jan,378118.0,66481.0
Consumer,Jan,535152.0,99039.0
Corporate,Jun,314331.0,55935.0
Home Office,Dec,193084.0,32588.0
Consumer,Feb,503145.0,89500.0
