segment,month_name,total_sales,total_profit
Corporate,Oct,361717.0,61513.0
Home Office,Jul,222747.0,38213.0
Consumer,Jul,549896.0,97627.0
Corporate,Mar,335062.0,58086.0
Consumer,Nov,527934.0,91113.0
Home Office,Aug,190523.0,32289.0
Consumer,Aug,607475.0,110940.0
Corporate,Aug,316594.0,56140.0
Home Office,Apr,196273.0,35152.0
Consumer,Jun,559681.0,99909.0
Consumer,May,575411.0,102108.0
Home Office,Sep,172854.0,28724.0
Corporate,Jul,301318.0,55189.0
Corporate,Dec,432541.0,78904.0
Corporate,May,370327.0,65280.0
Corporate,Apr,339418.0,59232.0
Home Office,May,202143.0,36918.0
Home Office,Jan,230230.0,42392.0
Home Office,Jun,182922.0,33744.0
Consumer,Sep,585712.0,101678.0
Home Office,Mar,237116.0,38208.0
Consumer,Apr,594632.0,106456.0
Home Office,Nov,215837.0,37901.0
Home Office,Oct,223810.0,38675.0
Consumer,Dec,652682.0,118281.0
Corporate,Nov,383281.0,64621.0
Corporate,Sep,319148.0,55824.0
Corporate,Feb,337559.0,57441.0
Home Office,Feb,196310.0,35052.0
Consumer,Mar,614557.0,108605.0
Consumer,Oct,600946.0,103756.0
Corporate,Jan,399602.0,69949.0
Consumer,Jan,574183.0,106497.0
Corporate,Jun,330272.0,58795.0
Home Office,Dec,216046.0,36314.0
Consumer,Feb,543957.0,95464.0
