segment,month_name,total_sales,total_profit
Corporate,Oct,332762.0,56870.0
Home Office,Jul,189709.0,32900.0
Consumer,Jul,483635.0,85945.0
Corporate,Mar,300960.0,52438.0
Consumer,Nov,467176.0,81199.0
Home Office,Aug,161131.0,27977.0
Consumer,Aug,522683.0,95766.0
Corporate,Aug,287204.0,51195.0
Home Office,Apr,179027.0,32273.0
Consumer,Jun,483534.0,86639.0
Consumer,May,508899.0,90130.0
Home Office,Sep,157323.0,26239.0
Corporate,Jul,267606.0,49465.0
Corporate,Dec,388143.0,69937.0
Corporate,May,315924.0,56426.0
Corporate,Apr,312573.0,54658.0
Home Office,May,177854.0,32603.0
Home Office,Jan,202143.0,36742.0
Home Office,Jun,163584.0,30784.0
Consumer,Sep,531687.0,91617.0
Home Office,Mar,209240.0,33788.0
Consumer,Apr,510420.0,91846.0
Home Office,Nov,197964.0,34504.0
Home Office,Oct,202463.0,35223.0
Consumer,Dec,562484.0,101751.0
Corporate,Nov,349603.0,59346.0
Corporate,Sep,287134.0,50676.0
Corporate,Feb,296804.0,50619.0
Home Office,Feb,172146.0,31118.0
Consumer,Mar,567848.0,100469.0
Consumer,Oct,534167.0,92391.0
Corporate,Jan,363275.0,64118.0
Consumer,Jan,513576.0,95245.0
Corporate,Jun,298019.0,52967.0
Home Office,Dec,186512.0,31401.0
Consumer,Feb,473898.0,84207.0
