state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,135,1
Alabama,Paper,115,2
Alabama,Furnishings,72,3
Alabama,Storage,70,4
Alabama,Accessories,69,5
Alabama,Chairs,59,6
Alabama,Art,54,7
Alabama,Phones,48,8
Alabama,Labels,40,9
Alabama,Tables,40,9
Alabama,Envelopes,35,11
Alabama,Appliances,30,12
Alabama,Bookcases,25,13
Alabama,Fasteners,24,14
Alabama,Supplies,12,15
Alabama,Machines,5,16
Alabama,Copiers,4,17
Arizona,Paper,409,1
Arizona,Binders,408,2
Arizona,Furnishings,400,3
Arizona,Phones,302,4
Arizona,Art,298,5
Arizona,Accessories,265,6
Arizona,Storage,193,7
Arizona,Appliances,186,8
Arizona,Chairs,160,9
Arizona,Labels,151,10
Arizona,Tables,90,11
Arizona,Envelopes,84,12
Arizona,Bookcases,82,13
Arizona,Machines,72,14
Arizona,Fasteners,51,15
Arizona,Supplies,50,16
Arizona,Copiers,18,17
Arkansas,Art,56,1
Arkansas,Furnishings,53,2
Arkansas,Phones,51,3
Arkansas,Paper,43,4
Arkansas,Binders,35,5
Arkansas,Storage,33,6
Arkansas,Chairs,27,7
Arkansas,Fasteners,24,8
Arkansas,Accessories,24,8
Arkansas,Tables,18,10
Arkansas,Labels,18,10
Arkansas,Appliances,18,10
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,3453,1
California,Binders,2580,2
California,Phones,2520,3
California,Furnishings,2238,4
California,Art,2229,5
California,Accessories,1942,6
California,Storage,1728,7
California,Appliances,1347,8
California,Chairs,1134,9
California,Labels,917,10
California,Machines,856,11
California,Envelopes,796,12
California,Tables,728,13
California,Bookcases,665,14
California,Fasteners,564,15
California,Supplies,508,16
California,Copiers,175,17
Colorado,Paper,432,1
Colorado,Binders,418,2
Colorado,Phones,319,3
Colorado,Furnishings,283,4
Colorado,Art,279,5
Colorado,Storage,239,6
Colorado,Accessories,208,7
Colorado,Appliances,172,8
Colorado,Chairs,127,9
Colorado,Envelopes,120,10
Colorado,Machines,120,10
Colorado,Labels,114,12
