region,month_name,total_sales
South,Mar,241868.0
South,Jan,214615.0
East,Apr,340148.0
East,Nov,344914.0
Central,May,300292.0
East,Mar,308451.0
Central,Oct,254340.0
South,Nov,181574.0
Central,Apr,281735.0
South,Jul,164403.0
Central,Mar,305266.0
East,Jan,324982.0
West,Apr,339774.0
East,Sep,297007.0
South,Sep,203399.0
West,Aug,326292.0
Central,Nov,282711.0
South,Feb,225503.0
West,Mar,350614.0
South,Dec,250670.0
East,Feb,308788.0
West,Dec,408032.0
West,Sep,322019.0
Central,Sep,269120.0
South,Aug,226971.0
East,Jun,279923.0
West,Jan,400836.0
South,Apr,187628.0
Central,Dec,304369.0
West,Oct,362321.0
Central,Jun,267282.0
Central,Aug,240294.0
East,Oct,369703.0
West,Jun,357272.0
West,Jul,343328.0
West,Nov,337721.0
East,Dec,364481.0
South,Jun,197105.0
East,Jul,311933.0
East,May,292510.0
South,Oct,220261.0
Central,Jul,270319.0
Central,Jan,289786.0
East,Aug,343337.0
Central,Feb,273720.0
South,May,210370.0
West,May,373096.0
West,Feb,286988.0
