region,month_name,total_sales
South,Mar,243611.0
South,Jan,217070.0
East,Apr,351123.0
East,Nov,350768.0
Central,May,304504.0
East,Mar,316254.0
Central,Oct,260547.0
South,Nov,184442.0
Central,Apr,284405.0
South,Jul,167541.0
Central,Mar,311371.0
East,Jan,339349.0
West,Apr,349847.0
East,Sep,299599.0
South,Sep,209226.0
West,Aug,330376.0
Central,Nov,284770.0
South,Feb,228131.0
West,Mar,356820.0
South,Dec,252350.0
East,Feb,311159.0
West,Dec,419952.0
West,Sep,329917.0
Central,Sep,273252.0
South,Aug,229931.0
East,Jun,290949.0
West,Jan,409757.0
South,Apr,189738.0
Central,Dec,307544.0
West,Oct,372416.0
Central,Jun,271742.0
Central,Aug,242510.0
East,Oct,374907.0
West,Jun,366751.0
West,Jul,349815.0
West,Nov,353287.0
East,Dec,366811.0
South,Jun,199967.0
East,Jul,326782.0
East,May,298193.0
South,Oct,224501.0
Central,Jul,275676.0
Central,Jan,293475.0
East,Aug,347163.0
Central,Feb,275724.0
South,May,210912.0
West,May,381509.0
West,Feb,298539.0
