state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,158,1
Alabama,Paper,152,2
Alabama,Furnishings,108,3
Alabama,Storage,107,4
Alabama,Accessories,89,5
Alabama,Art,79,6
Alabama,Chairs,65,7
Alabama,Phones,52,8
Alabama,Appliances,51,9
Alabama,Labels,49,10
Alabama,Tables,40,11
Alabama,Envelopes,37,12
Alabama,Bookcases,36,13
Alabama,Fasteners,30,14
Alabama,Supplies,16,15
Alabama,Machines,11,16
Alabama,Copiers,11,16
Arizona,Paper,660,1
Arizona,Binders,529,2
Arizona,Furnishings,502,3
Arizona,Phones,439,4
Arizona,Art,397,5
Arizona,Accessories,347,6
Arizona,Storage,264,7
Arizona,Appliances,234,8
Arizona,Chairs,199,9
Arizona,Labels,187,10
Arizona,Envelopes,126,11
Arizona,Bookcases,120,12
Arizona,Machines,105,13
Arizona,Tables,98,14
Arizona,Supplies,77,15
Arizona,Fasteners,64,16
Arizona,Copiers,26,17
Arkansas,Paper,73,1
Arkansas,Phones,72,2
Arkansas,Binders,64,3
Arkansas,Art,63,4
Arkansas,Furnishings,60,5
Arkansas,Storage,42,6
Arkansas,Chairs,33,7
Arkansas,Accessories,25,8
Arkansas,Fasteners,24,9
Arkansas,Appliances,23,10
Arkansas,Labels,19,11
Arkansas,Tables,18,12
Arkansas,Envelopes,16,13
Arkansas,Machines,12,14
Arkansas,Supplies,7,15
Arkansas,Bookcases,5,16
California,Paper,4750,1
California,Binders,3461,2
California,Phones,3325,3
California,Furnishings,3105,4
California,Art,2852,5
California,Accessories,2529,6
California,Storage,2306,7
California,Appliances,1738,8
California,Chairs,1523,9
California,Labels,1229,10
California,Machines,1145,11
California,Envelopes,1000,12
California,Tables,966,13
California,Bookcases,860,14
California,Fasteners,767,15
California,Supplies,692,16
California,Copiers,239,17
Colorado,Paper,539,1
Colorado,Binders,529,2
Colorado,Furnishings,425,3
Colorado,Art,400,4
Colorado,Phones,399,5
Colorado,Storage,335,6
Colorado,Accessories,317,7
Colorado,Appliances,227,8
Colorado,Envelopes,179,9
Colorado,Machines,163,10
Colorado,Chairs,163,10
Colorado,Labels,147,12
Colorado,Tables,139,13
Colorado,Bookcases,120,14
Colorado,Fasteners,111,15
Colorado,Supplies,89,16
Colorado,Copiers,27,17
Connecticut,Paper,181,1
Connecticut,Phones,138,2
Connecticut,Art,119,3
Connecticut,Binders,103,4
Connecticut,Accessories,98,5
Connecticut,Furnishings,98,5
Connecticut,Storage,66,7
Connecticut,Appliances,57,8
Connecticut,Chairs,56,9
Connecticut,Labels,48,10
Connecticut,Machines,48,10
Connecticut,Fasteners,35,12
Connecticut,Bookcases,32,13
Connecticut,Supplies,23,14
Connecticut,Envelopes,23,14
Connecticut,Tables,19,16
Connecticut,Copiers,7,17
Delaware,Paper,173,1
Delaware,Storage,143,2
Delaware,Furnishings,114,3
Delaware,Accessories,111,4
Delaware,Phones,85,5
Delaware,Binders,85,5
Delaware,Appliances,75,7
Delaware,Art,66,8
Delaware,Chairs,58,9
Delaware,Machines,46,10
Delaware,Envelopes,40,11
Delaware,Tables,39,12
Delaware,Supplies,30,13
Delaware,Labels,29,14
Delaware,Bookcases,29,14
Delaware,Fasteners,18,16
Delaware,Copiers,5,17
District of Columbia,Paper,44,1
District of Columbia,Furnishings,26,2
District of Columbia,Phones,25,3
District of Columbia,Art,19,4
District of Columbia,Labels,16,5
District of Columbia,Binders,15,6
District of Columbia,Envelopes,14,7
District of Columbia,Tables,14,7
District of Columbia,Supplies,12,9
District of Columbia,Appliances,12,9
District of Columbia,Chairs,8,11
District of Columbia,Accessories,8,11
District of Columbia,Fasteners,7,13
