region,month_name,total_sales
South,Mar,229009.0
South,Jan,210877.0
East,Apr,328803.0
East,Nov,336818.0
Central,May,292586.0
East,Mar,304840.0
Central,Oct,249935.0
South,Nov,179063.0
Central,Apr,275359.0
South,Jul,158911.0
Central,Mar,300008.0
East,Jan,319626.0
West,Apr,329817.0
East,Sep,292371.0
South,Sep,198329.0
West,Aug,315505.0
Central,Nov,273146.0
South,Feb,218304.0
West,Mar,346398.0
South,Dec,235828.0
East,Feb,301531.0
West,Dec,398720.0
West,Sep,314628.0
Central,Sep,265456.0
South,Aug,211209.0
East,Jun,275554.0
West,Jan,393125.0
South,Apr,179272.0
Central,Dec,298297.0
West,Oct,353344.0
Central,Jun,263330.0
Central,Aug,232993.0
East,Oct,359434.0
West,Jun,337118.0
West,Jul,334999.0
West,Nov,331092.0
East,Dec,349925.0
South,Jun,190415.0
East,Jul,306517.0
East,May,285789.0
South,Oct,216293.0
Central,Jul,259785.0
Central,Jan,272907.0
East,Aug,334813.0
Central,Feb,266606.0
South,May,207917.0
West,May,352297.0
West,Feb,277986.0
