state,total_sales,total_customers
Alabama,99211.0,59
Arizona,357978.0,150
Arkansas,71422.0,13
California,2926935.0,1149
Colorado,374374.0,153
Connecticut,125199.0,55
Delaware,105748.0,41
District of Columbia,11048.0,7
Florida,558618.0,188
Georgia,204710.0,112
Illinois,765515.0,319
Indiana,191351.0,82
Iowa,34158.0,17
Kansas,37428.0,7
Kentucky,318713.0,99
Louisiana,75745.0,32
Maryland,49477.0,20
Massachusetts,192264.0,79
Michigan,270229.0,112
Minnesota,224376.0,86
Mississippi,84737.0,34
Missouri,104604.0,49
Nebraska,19934.0,10
Nevada,34666.0,17
New Hampshire,30350.0,12
New Jersey,211464.0,76
New Mexico,45449.0,29
New York,1462526.0,606
North Carolina,461893.0,226
Ohio,660571.0,270
Oklahoma,53174.0,21
Oregon,53567.0,21
Pennsylvania,779514.0,338
Rhode Island,77144.0,34
South Dakota,19263.0,9
Tennessee,223519.0,92
Texas,1419905.0,553
Utah,71463.0,38
Virginia,299008.0,107
Washington,672446.0,275
Wisconsin,113454.0,69
