state,total_sales,total_customers
Alabama,99211.0,59
Arizona,356973.0,147
Arkansas,71422.0,13
California,2914240.0,1124
Colorado,364601.0,152
Connecticut,125077.0,54
Delaware,105527.0,40
District of Columbia,10432.0,6
Florida,549566.0,181
Georgia,201129.0,110
Illinois,756990.0,312
Indiana,187764.0,80
Iowa,34158.0,17
Kansas,37428.0,7
Kentucky,315565.0,96
Louisiana,75745.0,32
Maryland,49477.0,20
Massachusetts,190233.0,77
Michigan,268610.0,111
Minnesota,223511.0,85
Mississippi,83485.0,32
Missouri,103737.0,48
Nebraska,19934.0,10
Nevada,34666.0,17
New Hampshire,30350.0,12
New Jersey,210829.0,74
New Mexico,44224.0,28
New York,1455743.0,598
North Carolina,456169.0,220
Ohio,656761.0,265
Oklahoma,48933.0,20
Oregon,53567.0,21
Pennsylvania,763233.0,331
Rhode Island,77144.0,34
South Dakota,19263.0,9
Tennessee,222805.0,91
Texas,1386117.0,541
Utah,69624.0,36
Virginia,299008.0,107
Washington,668719.0,271
Wisconsin,113454.0,69
