category,month,total_sales,total_profit
Furniture,Sep,292263.0,50468.0
Furniture,Oct,257747.0,47326.0
Furniture,Mar,322717.0,56611.0
Office Supplies,Feb,762189.0,133832.0
Technology,Jul,305211.0,54495.0
Office Supplies,Dec,936488.0,165494.0
Furniture,Aug,284505.0,50969.0
Office Supplies,Jul,802496.0,141903.0
Office Supplies,Jun,758879.0,135748.0
Technology,Sep,243311.0,42172.0
Technology,Dec,321943.0,56472.0
Technology,Jun,332906.0,60497.0
Office Supplies,Jan,885627.0,159839.0
Technology,Aug,318815.0,54783.0
Technology,Oct,360826.0,60406.0
Technology,Jan,328411.0,61158.0
Office Supplies,Mar,835220.0,140692.0
Office Supplies,Aug,744555.0,135011.0
Office Supplies,Sep,794900.0,137733.0
Office Supplies,Oct,835938.0,144230.0
Furniture,Nov,282234.0,48335.0
Office Supplies,Nov,786902.0,135702.0
Technology,May,302431.0,52356.0
Furniture,Feb,230609.0,41960.0
Office Supplies,Apr,771442.0,136444.0
Furniture,Jan,278177.0,49831.0
Furniture,Jun,280221.0,47844.0
Technology,Nov,337346.0,60529.0
Technology,Mar,287085.0,50676.0
Technology,Feb,282416.0,47266.0
Furniture,Apr,324403.0,57496.0
Technology,Apr,306789.0,53336.0
Furniture,Dec,307877.0,55725.0
Office Supplies,May,835759.0,148805.0
Furniture,Jul,253994.0,44396.0
Furniture,May,304038.0,56008.0
