segment,month_name,total_sales,total_profit
Corporate,Oct,361577.0,61486.0
Home Office,Jul,222286.0,38185.0
Consumer,Jul,544900.0,96998.0
Corporate,Mar,333587.0,57771.0
Consumer,Nov,526952.0,91003.0
Home Office,Aug,189769.0,32165.0
Consumer,Aug,594479.0,109204.0
Corporate,Aug,316505.0,56134.0
Home Office,Apr,195893.0,35103.0
Consumer,Jun,558821.0,99774.0
Consumer,May,572623.0,101583.0
Home Office,Sep,172263.0,28611.0
Corporate,Jul,300718.0,55037.0
Corporate,Dec,431921.0,78786.0
Corporate,May,368750.0,64891.0
Corporate,Apr,337784.0,58928.0
Home Office,May,202143.0,36918.0
Home Office,Jan,228524.0,42052.0
Home Office,Jun,182783.0,33722.0
Consumer,Sep,583270.0,101282.0
Home Office,Mar,235270.0,37774.0
Consumer,Apr,591405.0,105860.0
Home Office,Nov,215001.0,37798.0
Home Office,Oct,223810.0,38675.0
Consumer,Dec,650034.0,117738.0
Corporate,Nov,382631.0,64466.0
Corporate,Sep,318558.0,55754.0
Corporate,Feb,335658.0,56986.0
Home Office,Feb,195665.0,34996.0
Consumer,Mar,614557.0,108605.0
Consumer,Oct,599030.0,103463.0
Corporate,Jan,399602.0,69949.0
Consumer,Jan,572180.0,106228.0
Corporate,Jun,329801.0,58675.0
Home Office,Dec,214932.0,36191.0
Consumer,Feb,541050.0,94934.0
