state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,141,1
Alabama,Paper,139,2
Alabama,Furnishings,78,3
Alabama,Storage,74,4
Alabama,Accessories,69,5
Alabama,Chairs,64,6
Alabama,Art,59,7
Alabama,Phones,48,8
Alabama,Tables,40,9
Alabama,Labels,40,9
Alabama,Bookcases,36,11
Alabama,Envelopes,35,12
Alabama,Appliances,35,12
Alabama,Fasteners,24,14
Alabama,Supplies,12,15
Alabama,Machines,5,16
Alabama,Copiers,4,17
Arizona,Paper,497,1
Arizona,Binders,429,2
Arizona,Furnishings,421,3
Arizona,Phones,346,4
Arizona,Art,344,5
Arizona,Accessories,296,6
Arizona,Storage,212,7
Arizona,Appliances,200,8
Arizona,Chairs,188,9
Arizona,Labels,158,10
Arizona,Envelopes,101,11
Arizona,Bookcases,92,12
Arizona,Tables,90,13
Arizona,Machines,80,14
Arizona,Supplies,61,15
Arizona,Fasteners,60,16
Arizona,Copiers,24,17
Arkansas,Phones,57,1
Arkansas,Art,56,2
Arkansas,Paper,55,3
Arkansas,Furnishings,53,4
Arkansas,Binders,43,5
Arkansas,Storage,35,6
Arkansas,Chairs,27,7
Arkansas,Fasteners,24,8
Arkansas,Accessories,24,8
Arkansas,Labels,18,10
Arkansas,Tables,18,10
Arkansas,Appliances,18,10
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,3804,1
California,Binders,2828,2
California,Phones,2694,3
California,Furnishings,2465,4
California,Art,2428,5
California,Accessories,2096,6
California,Storage,1832,7
California,Appliances,1453,8
California,Chairs,1245,9
California,Labels,999,10
California,Machines,903,11
California,Envelopes,857,12
California,Tables,786,13
California,Bookcases,737,14
California,Fasteners,635,15
California,Supplies,543,16
California,Copiers,185,17
Colorado,Paper,469,1
Colorado,Binders,453,2
Colorado,Phones,345,3
Colorado,Furnishings,343,4
Colorado,Art,310,5
Colorado,Storage,285,6
Colorado,Accessories,223,7
Colorado,Appliances,183,8
Colorado,Chairs,130,9
Colorado,Envelopes,128,10
Colorado,Machines,123,11
Colorado,Labels,120,12
Colorado,Tables,116,13
Colorado,Bookcases,102,14
Colorado,Fasteners,76,15
Colorado,Supplies,61,16
Colorado,Copiers,16,17
Connecticut,Paper,146,1
Connecticut,Phones,129,2
Connecticut,Art,103,3
Connecticut,Binders,94,4
Connecticut,Furnishings,85,5
Connecticut,Accessories,83,6
Connecticut,Appliances,57,7
Connecticut,Storage,51,8
Connecticut,Chairs,47,9
Connecticut,Labels,43,10
Connecticut,Machines,43,10
Connecticut,Fasteners,35,12
Connecticut,Bookcases,24,13
Connecticut,Tables,19,14
Connecticut,Supplies,18,15
Connecticut,Envelopes,14,16
Connecticut,Copiers,7,17
Delaware,Paper,138,1
Delaware,Storage,128,2
Delaware,Furnishings,108,3
Delaware,Accessories,101,4
Delaware,Phones,82,5
Delaware,Art,61,6
Delaware,Appliances,59,7
Delaware,Chairs,56,8
Delaware,Binders,45,9
Delaware,Machines,41,10
Delaware,Envelopes,33,11
Delaware,Supplies,30,12
Delaware,Tables,28,13
Delaware,Bookcases,20,14
Delaware,Labels,20,14
Delaware,Fasteners,15,16
Delaware,Copiers,5,17
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Tables,14,3
District of Columbia,Furnishings,14,3
District of Columbia,Supplies,11,5
District of Columbia,Labels,10,6
District of Columbia,Phones,9,7
District of Columbia,Envelopes,8,8
District of Columbia,Chairs,8,8
District of Columbia,Fasteners,7,10
District of Columbia,Art,7,10
District of Columbia,Appliances,2,12
Florida,Paper,724,1
Florida,Binders,611,2
Florida,Furnishings,518,3
Florida,Art,447,4
Florida,Phones,443,5
Florida,Accessories,438,6
Florida,Storage,307,7
Florida,Appliances,255,8
Florida,Chairs,253,9
Florida,Labels,219,10
Florida,Tables,193,11
Florida,Machines,193,11
Florida,Envelopes,127,13
Florida,Fasteners,127,13
Florida,Bookcases,113,15
Florida,Supplies,109,16
Florida,Copiers,18,17
Georgia,Paper,339,1
Georgia,Binders,278,2
Georgia,Phones,247,3
Georgia,Furnishings,198,4
Georgia,Art,197,5
Georgia,Storage,132,6
Georgia,Chairs,131,7
Georgia,Accessories,107,8
Georgia,Appliances,106,9
Georgia,Tables,92,10
Georgia,Labels,72,11
Georgia,Machines,66,12
Georgia,Bookcases,51,13
Georgia,Envelopes,30,14
Georgia,Fasteners,30,14
Georgia,Supplies,24,16
Georgia,Copiers,5,17
Illinois,Paper,1062,1
Illinois,Binders,733,2
Illinois,Phones,647,3
Illinois,Furnishings,622,4
Illinois,Accessories,528,5
Illinois,Art,478,6
Illinois,Storage,453,7
Illinois,Appliances,345,8
Illinois,Chairs,326,9
Illinois,Machines,309,10
Illinois,Labels,250,11
Illinois,Bookcases,221,12
Illinois,Tables,209,13
Illinois,Envelopes,168,14
Illinois,Supplies,161,15
Illinois,Fasteners,142,16
Illinois,Copiers,29,17
Indiana,Paper,230,1
Indiana,Phones,199,2
Indiana,Accessories,177,3
Indiana,Binders,171,4
Indiana,Furnishings,130,5
Indiana,Art,120,6
Indiana,Storage,96,7
Indiana,Labels,82,8
Indiana,Appliances,68,9
Indiana,Chairs,61,10
Indiana,Envelopes,47,11
Indiana,Tables,37,12
Indiana,Fasteners,32,13
Indiana,Machines,29,14
Indiana,Supplies,26,15
Indiana,Bookcases,24,16
Indiana,Copiers,11,17
Iowa,Binders,51,1
Iowa,Storage,47,2
Iowa,Furnishings,37,3
Iowa,Paper,34,4
Iowa,Phones,28,5
Iowa,Chairs,25,6
Iowa,Accessories,16,7
Iowa,Art,16,7
Iowa,Envelopes,14,9
Iowa,Fasteners,12,10
Iowa,Appliances,12,10
Iowa,Labels,3,12
Iowa,Supplies,2,13
Iowa,Machines,2,13
Iowa,Tables,1,15
Kansas,Paper,73,1
Kansas,Art,57,2
Kansas,Chairs,44,3
Kansas,Phones,39,4
Kansas,Fasteners,28,5
Kansas,Furnishings,20,6
Kansas,Accessories,20,6
Kansas,Binders,18,8
Kansas,Supplies,16,9
Kansas,Appliances,16,9
Kansas,Labels,14,11
Kansas,Tables,10,12
Kansas,Storage,9,13
Kansas,Machines,8,14
Kansas,Bookcases,8,14
Kansas,Copiers,2,16
Kentucky,Paper,433,1
Kentucky,Phones,282,2
Kentucky,Binders,281,3
Kentucky,Art,238,4
Kentucky,Accessories,217,5
Kentucky,Storage,199,6
Kentucky,Furnishings,195,7
Kentucky,Appliances,150,8
Kentucky,Chairs,122,9
Kentucky,Labels,95,10
Kentucky,Fasteners,90,11
Kentucky,Bookcases,84,12
Kentucky,Envelopes,83,13
Kentucky,Machines,66,14
Kentucky,Tables,41,15
Kentucky,Supplies,39,16
Kentucky,Copiers,18,17
Louisiana,Art,108,1
Louisiana,Paper,96,2
Louisiana,Binders,92,3
Louisiana,Furnishings,50,4
Louisiana,Phones,42,5
Louisiana,Chairs,40,6
Louisiana,Storage,38,7
Louisiana,Accessories,38,7
Louisiana,Appliances,35,9
Louisiana,Fasteners,27,10
Louisiana,Bookcases,23,11
Louisiana,Labels,22,12
Louisiana,Machines,21,13
Louisiana,Tables,16,14
Louisiana,Envelopes,13,15
Louisiana,Copiers,9,16
Louisiana,Supplies,8,17
Maryland,Binders,55,1
Maryland,Storage,51,2
Maryland,Furnishings,50,3
Maryland,Phones,41,4
Maryland,Labels,30,5
Maryland,Appliances,29,6
Maryland,Chairs,27,7
Maryland,Paper,24,8
Maryland,Art,23,9
Maryland,Supplies,23,9
Maryland,Machines,20,11
Maryland,Fasteners,18,12
Maryland,Bookcases,18,12
Maryland,Tables,16,14
Maryland,Envelopes,13,15
Maryland,Accessories,7,16
Maryland,Copiers,6,17
Massachusetts,Paper,258,1
Massachusetts,Binders,175,2
Massachusetts,Phones,168,3
Massachusetts,Art,165,4
Massachusetts,Furnishings,161,5
Massachusetts,Accessories,113,6
Massachusetts,Storage,97,7
Massachusetts,Appliances,83,8
