state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,149,1
Alabama,Binders,145,2
Alabama,Storage,100,3
Alabama,Furnishings,100,3
Alabama,Accessories,83,5
Alabama,Chairs,65,6
Alabama,Art,62,7
Alabama,Phones,52,8
Alabama,Labels,44,9
Alabama,Appliances,42,10
Alabama,Tables,40,11
Alabama,Envelopes,37,12
Alabama,Bookcases,36,13
Alabama,Fasteners,25,14
Alabama,Supplies,16,15
Alabama,Copiers,11,16
Alabama,Machines,10,17
Arizona,Paper,586,1
Arizona,Binders,480,2
Arizona,Furnishings,460,3
Arizona,Phones,378,4
Arizona,Art,361,5
Arizona,Accessories,324,6
Arizona,Storage,231,7
Arizona,Appliances,216,8
Arizona,Chairs,197,9
Arizona,Labels,167,10
Arizona,Envelopes,113,11
Arizona,Bookcases,108,12
Arizona,Tables,98,13
Arizona,Machines,87,14
Arizona,Supplies,73,15
Arizona,Fasteners,60,16
Arizona,Copiers,26,17
Arkansas,Paper,73,1
Arkansas,Art,61,2
Arkansas,Phones,57,3
Arkansas,Binders,54,4
Arkansas,Furnishings,53,5
Arkansas,Storage,42,6
Arkansas,Chairs,28,7
Arkansas,Accessories,24,8
Arkansas,Fasteners,24,8
Arkansas,Appliances,23,10
Arkansas,Labels,18,11
Arkansas,Tables,18,11
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,4373,1
California,Binders,3199,2
California,Phones,3044,3
California,Furnishings,2825,4
California,Art,2691,5
California,Accessories,2336,6
California,Storage,2155,7
California,Appliances,1597,8
California,Chairs,1383,9
California,Labels,1133,10
California,Machines,1064,11
California,Envelopes,951,12
California,Tables,871,13
California,Bookcases,833,14
California,Fasteners,717,15
California,Supplies,617,16
California,Copiers,214,17
Colorado,Binders,503,1
Colorado,Paper,500,2
Colorado,Phones,381,3
Colorado,Furnishings,381,3
Colorado,Art,338,5
Colorado,Storage,299,6
Colorado,Accessories,279,7
Colorado,Appliances,216,8
Colorado,Envelopes,156,9
Colorado,Chairs,142,10
Colorado,Machines,140,11
Colorado,Labels,130,12
Colorado,Tables,128,13
Colorado,Bookcases,110,14
Colorado,Fasteners,92,15
Colorado,Supplies,79,16
Colorado,Copiers,16,17
Connecticut,Paper,159,1
Connecticut,Phones,129,2
Connecticut,Art,113,3
Connecticut,Binders,103,4
Connecticut,Furnishings,98,5
Connecticut,Accessories,97,6
Connecticut,Storage,61,7
Connecticut,Appliances,57,8
Connecticut,Chairs,53,9
Connecticut,Labels,48,10
Connecticut,Machines,48,10
Connecticut,Fasteners,35,12
Connecticut,Bookcases,32,13
Connecticut,Supplies,23,14
Connecticut,Tables,19,15
Connecticut,Envelopes,14,16
Connecticut,Copiers,7,17
Delaware,Paper,155,1
Delaware,Storage,136,2
Delaware,Furnishings,111,3
Delaware,Accessories,104,4
Delaware,Phones,84,5
Delaware,Appliances,65,6
Delaware,Art,64,7
Delaware,Binders,63,8
Delaware,Chairs,58,9
Delaware,Machines,43,10
Delaware,Envelopes,33,11
Delaware,Tables,30,12
Delaware,Supplies,30,12
Delaware,Bookcases,22,14
Delaware,Labels,20,15
Delaware,Fasteners,18,16
Delaware,Copiers,5,17
District of Columbia,Paper,41,1
District of Columbia,Phones,25,2
District of Columbia,Furnishings,25,2
District of Columbia,Labels,16,4
District of Columbia,Art,16,4
District of Columbia,Binders,15,6
District of Columbia,Tables,14,7
District of Columbia,Envelopes,14,7
District of Columbia,Appliances,12,9
District of Columbia,Supplies,11,10
District of Columbia,Chairs,8,11
District of Columbia,Fasteners,7,12
District of Columbia,Accessories,7,12
District of Columbia,Bookcases,5,14
District of Columbia,Machines,3,15
Florida,Paper,827,1
Florida,Binders,639,2
Florida,Furnishings,587,3
Florida,Phones,503,4
Florida,Art,485,5
Florida,Accessories,467,6
Florida,Storage,351,7
Florida,Appliances,285,8
Florida,Chairs,264,9
Florida,Labels,232,10
Florida,Tables,214,11
Florida,Machines,202,12
Florida,Fasteners,141,13
Florida,Envelopes,130,14
Florida,Bookcases,123,15
Florida,Supplies,120,16
Florida,Copiers,21,17
Georgia,Paper,364,1
Georgia,Binders,301,2
Georgia,Phones,258,3
Georgia,Furnishings,234,4
Georgia,Art,210,5
Georgia,Storage,147,6
Georgia,Chairs,137,7
Georgia,Accessories,127,8
Georgia,Appliances,117,9
Georgia,Tables,92,10
Georgia,Labels,75,11
Georgia,Machines,66,12
Georgia,Bookcases,60,13
Georgia,Fasteners,42,14
Georgia,Envelopes,37,15
Georgia,Supplies,28,16
Georgia,Copiers,5,17
Illinois,Paper,1219,1
Illinois,Binders,830,2
Illinois,Phones,740,3
Illinois,Furnishings,699,4
Illinois,Accessories,629,5
Illinois,Art,572,6
Illinois,Storage,537,7
Illinois,Appliances,393,8
Illinois,Chairs,366,9
Illinois,Machines,341,10
Illinois,Labels,318,11
Illinois,Tables,251,12
Illinois,Bookcases,247,13
Illinois,Supplies,195,14
Illinois,Envelopes,193,15
Illinois,Fasteners,158,16
Illinois,Copiers,29,17
Indiana,Paper,276,1
Indiana,Phones,216,2
Indiana,Accessories,188,3
Indiana,Binders,177,4
Indiana,Art,140,5
Indiana,Furnishings,139,6
Indiana,Storage,107,7
Indiana,Labels,83,8
Indiana,Chairs,75,9
Indiana,Appliances,70,10
Indiana,Supplies,48,11
Indiana,Envelopes,47,12
Indiana,Tables,40,13
Indiana,Fasteners,35,14
Indiana,Machines,32,15
Indiana,Bookcases,29,16
Indiana,Copiers,11,17
Iowa,Binders,51,1
Iowa,Storage,47,2
Iowa,Furnishings,43,3
Iowa,Paper,38,4
Iowa,Phones,36,5
Iowa,Art,27,6
Iowa,Chairs,25,7
Iowa,Accessories,16,8
Iowa,Envelopes,14,9
Iowa,Appliances,12,10
Iowa,Fasteners,12,10
Iowa,Supplies,4,12
Iowa,Labels,3,13
Iowa,Machines,2,14
Iowa,Tables,1,15
Kansas,Paper,75,1
Kansas,Art,57,2
Kansas,Chairs,46,3
Kansas,Phones,42,4
Kansas,Fasteners,28,5
Kansas,Furnishings,26,6
Kansas,Accessories,24,7
Kansas,Binders,23,8
Kansas,Labels,19,9
Kansas,Appliances,18,10
Kansas,Tables,16,11
Kansas,Supplies,16,11
Kansas,Storage,10,13
Kansas,Bookcases,8,14
Kansas,Machines,8,14
Kansas,Envelopes,5,16
Kansas,Copiers,2,17
Kentucky,Paper,471,1
Kentucky,Binders,358,2
Kentucky,Phones,296,3
Kentucky,Art,269,4
Kentucky,Accessories,244,5
Kentucky,Storage,225,6
Kentucky,Furnishings,215,7
Kentucky,Appliances,160,8
Kentucky,Chairs,155,9
Kentucky,Labels,115,10
Kentucky,Fasteners,95,11
Kentucky,Bookcases,93,12
Kentucky,Envelopes,91,13
Kentucky,Machines,81,14
Kentucky,Tables,52,15
Kentucky,Supplies,41,16
Kentucky,Copiers,18,17
Louisiana,Binders,123,1
Louisiana,Art,111,2
Louisiana,Paper,103,3
Louisiana,Furnishings,54,4
Louisiana,Phones,50,5
Louisiana,Storage,46,6
Louisiana,Appliances,45,7
Louisiana,Chairs,40,8
Louisiana,Accessories,38,9
Louisiana,Fasteners,27,10
Louisiana,Labels,26,11
Louisiana,Bookcases,23,12
Louisiana,Machines,22,13
Louisiana,Tables,22,13
Louisiana,Envelopes,16,15
Louisiana,Supplies,11,16
Louisiana,Copiers,9,17
Maryland,Binders,61,1
Maryland,Furnishings,52,2
Maryland,Storage,52,2
Maryland,Paper,43,4
Maryland,Phones,41,5
Maryland,Labels,30,6
Maryland,Appliances,29,7
Maryland,Chairs,27,8
Maryland,Machines,24,9
Maryland,Supplies,23,10
Maryland,Art,23,10
Maryland,Fasteners,18,12
Maryland,Bookcases,18,12
Maryland,Tables,16,14
Maryland,Envelopes,13,15
Maryland,Accessories,7,16
Maryland,Copiers,6,17
Massachusetts,Paper,299,1
Massachusetts,Binders,220,2
Massachusetts,Furnishings,194,3
Massachusetts,Art,189,4
Massachusetts,Phones,178,5
Massachusetts,Storage,146,6
Massachusetts,Accessories,130,7
Massachusetts,Appliances,97,8
Massachusetts,Machines,89,9
Massachusetts,Tables,85,10
Massachusetts,Bookcases,77,11
Massachusetts,Chairs,76,12
Massachusetts,Fasteners,73,13
Massachusetts,Labels,73,13
Massachusetts,Envelopes,56,15
Massachusetts,Supplies,23,16
Massachusetts,Copiers,13,17
Michigan,Phones,362,1
Michigan,Paper,321,2
Michigan,Binders,274,3
Michigan,Art,263,4
Michigan,Furnishings,218,5
Michigan,Storage,214,6
Michigan,Appliances,204,7
Michigan,Accessories,199,8
Michigan,Labels,139,9
Michigan,Chairs,129,10
Michigan,Tables,86,11
Michigan,Bookcases,79,12
Michigan,Machines,78,13
Michigan,Fasteners,65,14
Michigan,Envelopes,56,15
Michigan,Supplies,52,16
Michigan,Copiers,27,17
Minnesota,Paper,318,1
Minnesota,Binders,259,2
Minnesota,Phones,237,3
Minnesota,Art,178,4
Minnesota,Accessories,175,5
Minnesota,Storage,173,6
Minnesota,Furnishings,145,7
Minnesota,Chairs,136,8
Minnesota,Appliances,123,9
Minnesota,Labels,78,10
Minnesota,Envelopes,73,11
Minnesota,Tables,67,12
Minnesota,Bookcases,52,13
Minnesota,Fasteners,52,13
Minnesota,Machines,45,15
Minnesota,Supplies,19,16
Minnesota,Copiers,8,17
Mississippi,Paper,145,1
Mississippi,Furnishings,109,2
Mississippi,Binders,104,3
Mississippi,Art,93,4
Mississippi,Accessories,89,5
Mississippi,Phones,78,6
Mississippi,Storage,55,7
Mississippi,Bookcases,45,8
Mississippi,Appliances,42,9
Mississippi,Machines,31,10
Mississippi,Chairs,30,11
Mississippi,Supplies,29,12
Mississippi,Labels,28,13
Mississippi,Tables,22,14
Mississippi,Envelopes,18,15
Mississippi,Fasteners,12,16
Mississippi,Copiers,8,17
Missouri,Binders,160,1
Missouri,Furnishings,151,2
Missouri,Accessories,121,3
Missouri,Paper,108,4
Missouri,Phones,101,5
Missouri,Appliances,73,6
Missouri,Art,71,7
Missouri,Storage,71,7
Missouri,Tables,55,9
Missouri,Chairs,49,10
Missouri,Labels,40,11
Missouri,Machines,36,12
Missouri,Envelopes,33,13
Missouri,Supplies,27,14
Missouri,Fasteners,24,15
Missouri,Bookcases,23,16
Missouri,Copiers,8,17
Nebraska,Art,26,1
Nebraska,Paper,18,2
Nebraska,Furnishings,17,3
Nebraska,Accessories,15,4
Nebraska,Binders,13,5
Nebraska,Tables,7,6
Nebraska,Phones,7,6
Nebraska,Chairs,4,8
Nebraska,Storage,4,8
Nebraska,Bookcases,3,10
Nebraska,Fasteners,3,10
Nebraska,Machines,2,12
Nebraska,Appliances,2,12
Nevada,Paper,82,1
Nevada,Phones,54,2
Nevada,Binders,51,3
Nevada,Furnishings,50,4
Nevada,Chairs,39,5
Nevada,Storage,23,6
Nevada,Art,21,7
Nevada,Machines,18,8
Nevada,Tables,14,9
Nevada,Appliances,13,10
Nevada,Labels,10,11
Nevada,Supplies,8,12
Nevada,Envelopes,4,13
Nevada,Accessories,4,13
Nevada,Bookcases,3,15
New Hampshire,Art,64,1
New Hampshire,Phones,60,2
New Hampshire,Paper,57,3
New Hampshire,Accessories,40,4
New Hampshire,Storage,35,5
New Hampshire,Furnishings,31,6
New Hampshire,Binders,30,7
New Hampshire,Chairs,29,8
New Hampshire,Appliances,26,9
New Hampshire,Bookcases,25,10
New Hampshire,Machines,23,11
New Hampshire,Fasteners,19,12
New Hampshire,Tables,17,13
New Hampshire,Supplies,16,14
New Hampshire,Envelopes,14,15
New Hampshire,Labels,3,16
New Jersey,Paper,414,1
New Jersey,Binders,310,2
New Jersey,Phones,242,3
New Jersey,Art,203,4
New Jersey,Storage,201,5
New Jersey,Accessories,188,6
New Jersey,Furnishings,183,7
New Jersey,Appliances,142,8
New Jersey,Chairs,106,9
