category,month,total_sales,total_profit
Furniture,Sep,238007.0,41611.0
Furniture,Oct,204750.0,37449.0
Furniture,Mar,252063.0,45464.0
Office Supplies,Feb,613606.0,108630.0
Technology,Jul,234275.0,41628.0
Office Supplies,Dec,740646.0,133824.0
Furniture,Aug,216695.0,38954.0
Office Supplies,Jul,594117.0,106287.0
Office Supplies,Jun,528270.0,94938.0
Technology,Sep,190524.0,33143.0
Technology,Dec,254019.0,45100.0
Technology,Jun,264292.0,47479.0
Office Supplies,Jan,676842.0,122415.0
Technology,Aug,221094.0,38388.0
Technology,Oct,277339.0,45473.0
Technology,Jan,243819.0,45778.0
Office Supplies,Mar,651551.0,109965.0
Office Supplies,Aug,592148.0,108715.0
Office Supplies,Sep,595134.0,102306.0
Office Supplies,Oct,645752.0,111001.0
Furniture,Nov,213114.0,35625.0
Office Supplies,Nov,591796.0,101582.0
Technology,May,230449.0,39131.0
Furniture,Feb,179730.0,33427.0
Office Supplies,Apr,576610.0,103296.0
Furniture,Jan,204178.0,35681.0
Furniture,Jun,202314.0,36550.0
Technology,Nov,260276.0,45562.0
Technology,Mar,223737.0,39558.0
Technology,Feb,207048.0,33661.0
Furniture,Apr,234713.0,42266.0
Technology,Apr,236455.0,41093.0
Furniture,Dec,214976.0,38538.0
Office Supplies,May,626898.0,111071.0
Furniture,Jul,179280.0,32238.0
Furniture,May,213843.0,40341.0
