category,month,total_sales,total_profit
Furniture,Sep,273455.0,47363.0
Furniture,Oct,242794.0,44477.0
Furniture,Mar,309081.0,54219.0
Office Supplies,Feb,725552.0,127808.0
Technology,Jul,286722.0,51228.0
Office Supplies,Dec,898837.0,159518.0
Furniture,Aug,271158.0,48470.0
Office Supplies,Jul,750294.0,132047.0
Office Supplies,Jun,699562.0,124402.0
Technology,Sep,227998.0,39540.0
Technology,Dec,305959.0,53639.0
Technology,Jun,314111.0,56747.0
Office Supplies,Jan,844117.0,152599.0
Technology,Aug,295539.0,50924.0
Technology,Oct,341137.0,56991.0
Technology,Jan,298991.0,55347.0
Office Supplies,Mar,770062.0,130462.0
Office Supplies,Aug,706125.0,127813.0
Office Supplies,Sep,744271.0,128982.0
Office Supplies,Oct,787123.0,136339.0
Furniture,Nov,262776.0,45099.0
Office Supplies,Nov,739145.0,126923.0
Technology,May,289591.0,50067.0
Furniture,Feb,213687.0,39344.0
Office Supplies,Apr,728588.0,128769.0
Furniture,Jan,259822.0,45980.0
Furniture,Jun,261138.0,45074.0
Technology,Nov,315241.0,56400.0
Technology,Mar,271693.0,47900.0
Technology,Feb,268568.0,45160.0
Furniture,Apr,300338.0,54174.0
Technology,Apr,291112.0,50720.0
Furniture,Dec,286158.0,51558.0
Office Supplies,May,795013.0,141791.0
Furniture,Jul,241427.0,42250.0
Furniture,May,266842.0,48423.0
