state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,135,1
Alabama,Paper,115,2
Alabama,Furnishings,72,3
Alabama,Storage,70,4
Alabama,Accessories,69,5
Alabama,Chairs,59,6
Alabama,Art,54,7
Alabama,Phones,48,8
Alabama,Tables,40,9
Alabama,Labels,40,9
Alabama,Envelopes,35,11
Alabama,Appliances,30,12
Alabama,Bookcases,25,13
Alabama,Fasteners,24,14
Alabama,Supplies,12,15
Alabama,Machines,5,16
Alabama,Copiers,4,17
Arizona,Paper,437,1
Arizona,Binders,421,2
Arizona,Furnishings,406,3
Arizona,Art,321,4
Arizona,Phones,304,5
Arizona,Accessories,270,6
Arizona,Storage,197,7
Arizona,Appliances,195,8
Arizona,Chairs,163,9
Arizona,Labels,151,10
Arizona,Envelopes,91,11
Arizona,Tables,90,12
Arizona,Bookcases,82,13
Arizona,Machines,72,14
Arizona,Supplies,59,15
Arizona,Fasteners,58,16
Arizona,Copiers,18,17
Arkansas,Art,56,1
Arkansas,Furnishings,53,2
Arkansas,Phones,51,3
Arkansas,Paper,43,4
Arkansas,Binders,35,5
Arkansas,Storage,33,6
Arkansas,Chairs,27,7
Arkansas,Accessories,24,8
Arkansas,Fasteners,24,8
Arkansas,Labels,18,10
Arkansas,Appliances,18,10
Arkansas,Tables,18,10
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,3528,1
California,Binders,2612,2
California,Phones,2554,3
California,Furnishings,2263,4
California,Art,2257,5
California,Accessories,1962,6
California,Storage,1746,7
California,Appliances,1356,8
California,Chairs,1155,9
California,Labels,925,10
California,Machines,878,11
California,Envelopes,813,12
California,Tables,730,13
California,Bookcases,682,14
California,Fasteners,571,15
California,Supplies,508,16
California,Copiers,175,17
Colorado,Paper,435,1
Colorado,Binders,427,2
Colorado,Phones,322,3
Colorado,Furnishings,304,4
Colorado,Art,284,5
Colorado,Storage,246,6
Colorado,Accessories,211,7
Colorado,Appliances,175,8
Colorado,Chairs,127,9
Colorado,Envelopes,122,10
Colorado,Machines,120,11
Colorado,Labels,116,12
