category,month,total_sales,total_profit
Furniture,Sep,274667.0,47504.0
Furniture,Oct,244634.0,44854.0
Furniture,Mar,311761.0,54664.0
Office Supplies,Feb,732105.0,128869.0
Technology,Jul,290091.0,51712.0
Office Supplies,Dec,908261.0,160763.0
Furniture,Aug,272035.0,48620.0
Office Supplies,Jul,759189.0,133410.0
Office Supplies,Jun,710067.0,126300.0
Technology,Sep,228797.0,39654.0
Technology,Dec,309396.0,54377.0
Technology,Jun,316434.0,57298.0
Office Supplies,Jan,850784.0,153706.0
Technology,Aug,298011.0,51328.0
Technology,Oct,341945.0,57195.0
Technology,Jan,300147.0,55564.0
Office Supplies,Mar,796244.0,134909.0
Office Supplies,Aug,711460.0,128906.0
Office Supplies,Sep,754675.0,131008.0
Office Supplies,Oct,792606.0,137203.0
Furniture,Nov,265798.0,45466.0
Office Supplies,Nov,746800.0,128159.0
Technology,May,291378.0,50311.0
Furniture,Feb,215916.0,39612.0
Office Supplies,Apr,743116.0,131321.0
Furniture,Jan,269250.0,48218.0
Furniture,Jun,262821.0,45391.0
Technology,Nov,319058.0,56975.0
Technology,Mar,272899.0,48084.0
Technology,Feb,269939.0,45389.0
Furniture,Apr,302170.0,54488.0
Technology,Apr,292804.0,50968.0
Furniture,Dec,289243.0,52041.0
Office Supplies,May,799341.0,142783.0
Furniture,Jul,243424.0,42647.0
Furniture,May,271125.0,49360.0
