segment,month_name,total_sales,total_profit
Corporate,Oct,367571.0,62691.0
Home Office,Jul,226077.0,38705.0
Consumer,Jul,560013.0,99512.0
Corporate,Mar,347600.0,59021.0
Consumer,Nov,540378.0,93317.0
Home Office,Aug,196377.0,33180.0
Consumer,Aug,616357.0,112380.0
Corporate,Aug,324160.0,57534.0
Home Office,Apr,201854.0,36300.0
Consumer,Jun,580468.0,103291.0
Consumer,May,583771.0,103574.0
Home Office,Sep,175246.0,29007.0
Corporate,Jul,303893.0,55621.0
Corporate,Dec,437191.0,79836.0
Corporate,May,376842.0,66401.0
Corporate,Apr,345546.0,60519.0
Home Office,May,215655.0,40194.0
Home Office,Jan,232555.0,42780.0
Home Office,Jun,187949.0,34151.0
Consumer,Sep,593888.0,102947.0
Home Office,Mar,240159.0,38852.0
Consumer,Apr,601885.0,107560.0
Home Office,Nov,218664.0,38377.0
Home Office,Oct,225754.0,39143.0
Consumer,Dec,670074.0,120347.0
Corporate,Nov,387878.0,65415.0
Corporate,Sep,322411.0,56430.0
Corporate,Feb,344850.0,58694.0
Home Office,Feb,200953.0,35794.0
Consumer,Mar,618440.0,109276.0
Consumer,Oct,613300.0,105478.0
Corporate,Jan,404033.0,70658.0
Consumer,Jan,593631.0,109807.0
Corporate,Jun,333165.0,59208.0
Home Office,Dec,220287.0,37021.0
Consumer,Feb,549196.0,96547.0
