category,month,total_sales,total_profit
Furniture,Sep,273828.0,47402.0
Furniture,Oct,244155.0,44730.0
Furniture,Mar,311042.0,54576.0
Office Supplies,Feb,730794.0,128724.0
Technology,Jul,289034.0,51563.0
Office Supplies,Dec,906523.0,160560.0
Furniture,Aug,272035.0,48620.0
Office Supplies,Jul,755781.0,133074.0
Office Supplies,Jun,705922.0,125543.0
Technology,Sep,228363.0,39602.0
Technology,Dec,309214.0,54356.0
Technology,Jun,316434.0,57298.0
Office Supplies,Jan,848665.0,153387.0
Technology,Aug,297852.0,51300.0
Technology,Oct,341137.0,56991.0
Technology,Jan,299671.0,55477.0
Office Supplies,Mar,786014.0,133526.0
Office Supplies,Aug,710117.0,128607.0
Office Supplies,Sep,750183.0,130043.0
Office Supplies,Oct,790268.0,136870.0
Furniture,Nov,265745.0,45455.0
Office Supplies,Nov,743605.0,127744.0
Technology,May,290749.0,50255.0
Furniture,Feb,214100.0,39366.0
Office Supplies,Apr,740041.0,130949.0
Furniture,Jan,260001.0,46026.0
Furniture,Jun,261983.0,45277.0
Technology,Nov,318202.0,56796.0
Technology,Mar,272522.0,48028.0
Technology,Feb,269687.0,45341.0
Furniture,Apr,301852.0,54397.0
Technology,Apr,292026.0,50916.0
Furniture,Dec,288985.0,51966.0
Office Supplies,May,798091.0,142497.0
Furniture,Jul,242850.0,42524.0
Furniture,May,270031.0,49153.0
