category,month,total_sales,total_profit
Furniture,Sep,288385.0,49844.0
Furniture,Oct,255723.0,47052.0
Furniture,Mar,320624.0,56173.0
Office Supplies,Feb,752802.0,132271.0
Technology,Jul,300398.0,53436.0
Office Supplies,Dec,928214.0,164266.0
Furniture,Aug,281021.0,50340.0
Office Supplies,Jul,792987.0,139995.0
Office Supplies,Jun,750643.0,134180.0
Technology,Sep,235895.0,40991.0
Technology,Dec,319826.0,56150.0
Technology,Jun,327619.0,59626.0
Office Supplies,Jan,878838.0,158546.0
Technology,Aug,313100.0,53838.0
Technology,Oct,356423.0,59644.0
Technology,Jan,318214.0,58975.0
Office Supplies,Mar,828346.0,139729.0
Office Supplies,Aug,734279.0,133080.0
Office Supplies,Sep,788384.0,136493.0
Office Supplies,Oct,826268.0,142480.0
Furniture,Nov,278821.0,47655.0
Office Supplies,Nov,778514.0,134263.0
Technology,May,300116.0,51976.0
Furniture,Feb,223887.0,40884.0
Office Supplies,Apr,763953.0,134940.0
Furniture,Jan,277126.0,49582.0
Furniture,Jun,274687.0,46970.0
Technology,Nov,336194.0,60359.0
Technology,Mar,284638.0,50333.0
Technology,Feb,279618.0,46899.0
Furniture,Apr,319182.0,56719.0
Technology,Apr,303421.0,52766.0
Furniture,Dec,306673.0,55531.0
Office Supplies,May,828582.0,147719.0
Furniture,Jul,249991.0,43700.0
Furniture,May,300145.0,55484.0
