region,month_name,total_sales
South,Mar,293700.0
South,Jan,255486.0
East,Apr,436418.0
East,Nov,424960.0
Central,May,367575.0
East,Mar,391870.0
Central,Oct,310272.0
South,Nov,219648.0
Central,Apr,327501.0
South,Jul,210937.0
Central,Mar,352010.0
East,Jan,414912.0
West,Apr,415339.0
East,Sep,385220.0
South,Sep,254512.0
West,Aug,396131.0
Central,Nov,337799.0
South,Feb,254839.0
West,Mar,420763.0
South,Dec,292677.0
East,Feb,356599.0
West,Dec,505037.0
West,Sep,387973.0
Central,Sep,307102.0
South,Aug,270824.0
East,Jun,337575.0
West,Jan,479714.0
South,Apr,230087.0
Central,Dec,352209.0
West,Oct,440249.0
Central,Jun,330517.0
Central,Aug,280639.0
East,Oct,456040.0
West,Jun,460380.0
West,Jul,406185.0
West,Nov,430560.0
East,Dec,421378.0
South,Jun,249415.0
East,Jul,409589.0
East,May,363378.0
South,Oct,264159.0
Central,Jul,342303.0
Central,Jan,347488.0
East,Aug,403947.0
Central,Feb,319770.0
South,May,262451.0
West,May,466598.0
West,Feb,348803.0
