region,month_name,total_sales
South,Mar,283899.0
South,Jan,247306.0
East,Apr,421888.0
East,Nov,401380.0
Central,May,350082.0
East,Mar,370905.0
Central,Oct,290979.0
South,Nov,213685.0
Central,Apr,317621.0
South,Jul,206753.0
Central,Mar,343873.0
East,Jan,400739.0
West,Apr,401377.0
East,Sep,367270.0
South,Sep,244809.0
West,Aug,378352.0
Central,Nov,325691.0
South,Feb,248181.0
West,Mar,407370.0
South,Dec,284136.0
East,Feb,345022.0
West,Dec,480466.0
West,Sep,366690.0
Central,Sep,297075.0
South,Aug,261385.0
East,Jun,324827.0
West,Jan,462922.0
South,Apr,212249.0
Central,Dec,345451.0
West,Oct,423881.0
Central,Jun,317517.0
Central,Aug,272186.0
East,Oct,430713.0
West,Jun,428702.0
West,Jul,386896.0
West,Nov,410391.0
East,Dec,411221.0
South,Jun,234979.0
East,Jul,390997.0
East,May,344814.0
South,Oct,256803.0
Central,Jul,327931.0
Central,Jan,327603.0
East,Aug,392715.0
Central,Feb,307477.0
South,May,253995.0
West,May,445001.0
West,Feb,332745.0
