segment,month_name,total_sales,total_profit
Corporate,Oct,442592.0,76698.0
Home Office,Jul,295267.0,50936.0
Consumer,Jul,675364.0,118497.0
Corporate,Mar,417751.0,71416.0
Consumer,Nov,663443.0,115150.0
Home Office,Aug,234041.0,39813.0
Consumer,Aug,715778.0,130582.0
Corporate,Aug,390916.0,68908.0
Home Office,Apr,233224.0,41750.0
Consumer,Jun,721177.0,126880.0
Consumer,May,722008.0,128625.0
Home Office,Sep,219318.0,36754.0
Corporate,Jul,384291.0,70025.0
Corporate,Dec,506553.0,92468.0
Corporate,May,431061.0,75748.0
Corporate,Apr,446189.0,76332.0
Home Office,May,281405.0,51681.0
Home Office,Jan,285171.0,51850.0
Home Office,Jun,242132.0,43455.0
Consumer,Sep,722415.0,125258.0
Home Office,Mar,281689.0,46580.0
Consumer,Apr,713899.0,127562.0
Home Office,Nov,260678.0,45417.0
Home Office,Oct,280318.0,49221.0
Consumer,Dec,789405.0,139564.0
Corporate,Nov,477840.0,83242.0
Corporate,Sep,378253.0,66252.0
Corporate,Feb,394668.0,67187.0
Home Office,Feb,234515.0,41739.0
Consumer,Mar,739589.0,129086.0
Consumer,Oct,723141.0,124666.0
Corporate,Jan,471854.0,83211.0
Consumer,Jan,725102.0,133562.0
Corporate,Jun,396681.0,71547.0
Home Office,Dec,264969.0,44789.0
Consumer,Feb,638300.0,113062.0
