segment,month_name,total_sales,total_profit
Corporate,Oct,381886.0,65912.0
Home Office,Jul,249699.0,43824.0
Consumer,Jul,586060.0,103822.0
Corporate,Mar,363197.0,61918.0
Consumer,Nov,566215.0,97855.0
Home Office,Aug,203010.0,34310.0
Consumer,Aug,643031.0,117499.0
Corporate,Aug,336620.0,59741.0
Home Office,Apr,209253.0,37341.0
Consumer,Jun,612903.0,108906.0
Consumer,May,604185.0,107030.0
Home Office,Sep,182268.0,30241.0
Corporate,Jul,320423.0,58693.0
Corporate,Dec,453372.0,82473.0
Corporate,May,399911.0,70341.0
Corporate,Apr,366852.0,63607.0
Home Office,May,226523.0,42261.0
Home Office,Jan,248444.0,45377.0
Home Office,Jun,204163.0,37265.0
Consumer,Sep,629113.0,109417.0
Home Office,Mar,252792.0,41135.0
Consumer,Apr,635716.0,113358.0
Home Office,Nov,229077.0,40102.0
Home Office,Oct,255165.0,44513.0
Consumer,Dec,693118.0,124476.0
Corporate,Nov,419168.0,72751.0
Corporate,Sep,334863.0,58640.0
Corporate,Feb,355971.0,60788.0
Home Office,Feb,205353.0,36471.0
Consumer,Mar,646525.0,114076.0
Consumer,Oct,641255.0,110304.0
Corporate,Jan,419069.0,73393.0
Consumer,Jan,631067.0,116728.0
Corporate,Jun,351019.0,62562.0
Home Office,Dec,237385.0,40279.0
Consumer,Feb,576411.0,102041.0
