region,month_name,total_sales
South,Mar,291181.0
South,Jan,250950.0
East,Apr,431010.0
East,Nov,418002.0
Central,May,362937.0
East,Mar,378693.0
Central,Oct,304343.0
South,Nov,218545.0
Central,Apr,324453.0
South,Jul,209512.0
Central,Mar,348510.0
East,Jan,408372.0
West,Apr,406710.0
East,Sep,377540.0
South,Sep,251993.0
West,Aug,390030.0
Central,Nov,333294.0
South,Feb,250454.0
West,Mar,416612.0
South,Dec,288797.0
East,Feb,350385.0
West,Dec,499503.0
West,Sep,380534.0
Central,Sep,305197.0
South,Aug,266530.0
East,Jun,332342.0
West,Jan,471650.0
South,Apr,225411.0
Central,Dec,349904.0
West,Oct,433821.0
Central,Jun,326851.0
Central,Aug,277734.0
East,Oct,440267.0
West,Jun,452028.0
West,Jul,400838.0
West,Nov,425574.0
East,Dec,418671.0
South,Jun,243439.0
East,Jul,399956.0
East,May,353239.0
South,Oct,260432.0
Central,Jul,336469.0
Central,Jan,343934.0
East,Aug,397690.0
Central,Feb,313993.0
South,May,259248.0
West,May,455166.0
West,Feb,342368.0
