category,month,total_sales,total_profit
Furniture,Sep,265493.0,46096.0
Furniture,Oct,234822.0,43051.0
Furniture,Mar,301064.0,52730.0
Office Supplies,Feb,696821.0,122222.0
Technology,Jul,276390.0,49242.0
Office Supplies,Dec,864420.0,153626.0
Furniture,Aug,260851.0,46080.0
Office Supplies,Jul,723624.0,127573.0
Office Supplies,Jun,669723.0,119022.0
Technology,Sep,216510.0,37896.0
Technology,Dec,296584.0,51987.0
Technology,Jun,302489.0,54641.0
Office Supplies,Jan,811306.0,146220.0
Technology,Aug,275561.0,47938.0
Technology,Oct,325701.0,53974.0
Technology,Jan,287729.0,53523.0
Office Supplies,Mar,743343.0,125814.0
Office Supplies,Aug,681035.0,122862.0
Office Supplies,Sep,707942.0,122280.0
Office Supplies,Oct,764908.0,132895.0
Furniture,Nov,253001.0,43065.0
Office Supplies,Nov,706053.0,121523.0
Technology,May,272402.0,47082.0
Furniture,Feb,208462.0,38341.0
Office Supplies,Apr,688457.0,122412.0
Furniture,Jan,251518.0,44492.0
Furniture,Jun,254235.0,44227.0
Technology,Nov,297905.0,52607.0
Technology,Mar,261341.0,46065.0
Technology,Feb,261747.0,44039.0
Furniture,Apr,290240.0,52336.0
Technology,Apr,281363.0,48790.0
Furniture,Dec,271689.0,49834.0
Office Supplies,May,751383.0,133909.0
Furniture,Jul,219571.0,38801.0
Furniture,May,240790.0,44793.0
